"dat[, 6]" "Temperature" "Humidity" "Wind.Speed" "general.diffuse.flows" "diffuse.flows"
"31515" 41018.18182 27.24 78 4.904 1.436 1.159
"15855" 15889.45455 15.76 90.3 0.072 0.029 0.133
"881" 14544.57831 10.28 82.7 0.089 0.044 0.152
"3031" 17123.85542 13.07 67.18 0.086 0.059 0.108
"17217" 18938.18182 24.14 45.15 4.92 889 40.72
"1826" 15221.20482 16.53 71.2 0.071 218.1 221
"41169" 18482.18845 21.34 63.82 0.088 0.08 0.067
"44269" 10189.87952 16.11 79.3 0.087 349.9 360.7
"11852" 10701.29032 11.74 74.1 0.084 2.584 2.392
"34591" 14559.49843 24.3 93.3 4.917 0.088 0.1
"5605" 23728.88442 9.37 89.2 4.918 0.07 0.185
"22897" 24611.44615 21.45 67.08 0.08 0.095 0.096
"49308" 8608.883553 7.23 84.1 0.088 155 52.55
"23740" 27919.75385 20.59 53.08 0.08 5.762 4.882
"12274" 13668.3871 11.37 87.3 0.086 0.044 0.178
"28349" 42290.20921 26.32 83.4 4.916 2.567 2.075
"46675" 9825.542169 13.17 56.91 0.081 0.037 0.104
"37145" 18397.87538 23.44 56.35 0.291 0.088 0.078
"33307" 15847.52351 24.13 93.5 4.923 7.73 5.967
"3497" 14822.16867 3.629 79.3 0.086 0.088 0.148
"40015" 19246.68693 23.13 62.85 4.917 0.095 0.104
"9722" 16769.03226 14.19 77.5 0.074 399.6 295.9
"6410" 16290.09045 16.46 52.39 0.081 662.8 167
"1695" 25509.39759 15.67 79.6 0.07 3.858 3.894
"22542" 17929.84615 22.44 79.5 0.068 451.2 334.9
"24470" 27949.29231 21.46 84.2 0.072 0.077 0.152
"24405" 17427.69231 22.6 71.5 0.068 827 70.6
"32944" 29329.65517 27.82 49.38 0.066 189.1 201.6
"3389" 18546.50602 14.41 38.06 0.089 546.5 598.3
"9379" 14150.32258 8.63 87.3 0.075 0.022 0.148
"44452" 11456.38554 21.18 73.5 0.071 226.9 225.6
"14607" 17035.63636 16.32 86.2 0.071 265.7 238
"2788" 11890.12048 11.83 50.65 0.082 5.374 5.449
"39744" 14087.78116 24.58 46.55 4.924 0.099 0.093
"14518" 27671.27273 16.02 79 0.076 27.01 26.67
"16244" 26368 18.74 63.53 0.084 33.09 28.38
"11362" 24764.51613 13.69 73.1 0.083 0.055 0.126
"804" 16481.92771 15.52 62.27 0.094 168.7 172.3
"2964" 17840.96386 12.97 56.56 0.081 466 494
"38856" 21051.35853 22.31 78.3 4.923 0.073 0.111
"3906" 14706.50602 9.97 66.47 0.088 0.044 0.122
"20519" 17845.50607 18.05 67.13 3.152 362.5 294
"50666" 15834.81393 14.9 79.1 0.084 0.062 0.137
"22122" 18638.76923 23.6 60.26 0.07 827 76.7
"26442" 24883.68201 26.5 70.8 4.917 770 298.9
"30799" 36004.51411 25.91 56.86 4.904 0.084 0.107
"20564" 22148.01619 19.07 63.4 4.923 93.9 80.6
"25953" 13829.90769 20.56 82.8 4.914 0.069 0.104
"52140" 9991.836735 12.66 46.7 0.077 0.044 0.108
"14256" 19781.81818 14.5 89.7 0.073 0.081 0.163
"17868" 15373.60324 16.1 71.4 0.083 0.022 0.141
"31938" 31977.93103 33.01 26.18 4.904 90.1 73.1
"21407" 18306.07287 27.38 50.2 0.069 719 90.2
"23386" 13812.18462 19.92 53.18 0.082 371.9 325.3
"30939" 38496.30094 29.27 49.52 4.906 3.397 2.794
"39213" 9037.139939 16.03 76.5 4.919 5.378 4.583
"1029" 14613.9759 14.15 72.3 0.091 0.04 0.137
"4763" 15786.45226 14.11 54.44 4.919 0.077 0.104
"45398" 9906.506024 15.25 80.9 0.074 0.066 0.156
"12734" 16275.48387 19.06 63.04 4.92 564.6 37.78
"1305" 15250.12048 14.43 79.5 0.082 0.033 0.178
"13667" 27415.27273 15.58 72.1 0.071 0.04 0.089
"32172" 24370.15674 26.49 57.32 4.903 542.6 118.3
"7715" 17389.98995 17.96 53.14 0.082 754 808
"39279" 19768.74362 22.65 73 4.919 73 39.15
"9012" 17529.67742 14.98 62.68 4.919 342.8 333.7
"23447" 27098.58462 20.88 44.78 0.08 33.18 28.47
"2411" 23404.33735 12.86 55.36 0.084 23.41 24.69
"22159" 27600.73846 20.71 80.5 0.074 0.073 0.074
"38800" 12561.38917 23.78 59.05 4.923 255.8 95.8
"46125" 10970.60241 11.32 78.6 0.087 0.073 0.111
"44017" 10814.45783 22.01 51.3 0.087 192.6 145.7
"19798" 18306.07287 25.09 44.54 4.922 830 199.7
"28172" 30420.75314 27.53 68.94 4.915 490.1 316.6
"27004" 25028.28452 36.69 26.52 4.92 860 95.7
"26158" 24853.55649 30.18 45.13 4.922 742 89.5
"39227" 11419.97957 21.35 79.2 4.918 329.8 151.2
"14674" 27118.54545 15.86 83.8 0.072 0.037 0.219
"2189" 14162.89157 13.27 79.8 0.082 0.113 0.111
"44055" 15186.50602 17.86 76.1 0.081 0.066 0.111
"27403" 17249.87448 20.18 69.47 4.912 101 91.5
"18869" 17075.95142 18.82 87.7 0.071 0.044 0.082
"36724" 15573.76915 21.47 59.25 0.271 0.095 0.078
"10802" 17430.96774 11.37 80 0.083 0.077 0.148
"26782" 30703.93305 25.01 84.1 4.918 0.077 0.137
"4542" 16984.76382 12.3 49.68 4.922 581.9 625.7
"17901" 11438.38057 14.89 67.83 4.917 101.5 92.7
"34657" 17869.84326 27.3 75.8 4.925 416.1 245.8
"25725" 22413.78462 28.25 49.03 4.918 772 100.2
"42464" 18394.65046 20.42 79.7 4.914 0.059 0.107
"21211" 10184.93927 19.32 78.5 0.067 42.66 34
"28122" 18575.39749 25.2 82 4.912 19.31 14.92
"51456" 6419.207683 7.73 93.9 0.082 0.073 0.119
"45485" 19974.93976 18.47 66.51 0.075 0.077 0.048
"44689" 7651.084337 19.69 77.5 0.069 3.682 3.161
"24165" 28392.36923 22.92 68.72 0.067 151 167.5
"241" 16111.80723 15.37 58.59 0.077 280.3 184
"25854" 22579.2 30.96 43.73 4.921 844 152.1
"48328" 9721.008403 17.13 60.95 0.08 349.5 209.4
"24451" 24705.96923 22.69 76.1 0.068 195.4 201.3
"32627" 27259.18495 29.52 40.55 4.906 830 33.55
"32412" 23389.09091 19.34 59.59 4.905 0.095 0.126
"7677" 12318.87437 14.99 57.31 0.079 0.07 0.141
"32463" 24502.57053 25.08 47.66 4.909 603.2 114.6
"38941" 10484.49438 21.23 80.1 4.914 483.8 46.72
"23700" 18307.93846 20.61 64.83 0.082 451.3 306.6
"38956" 11725.92441 23.48 62.89 4.924 722 55.66
"4619" 15659.09548 9.02 63.67 4.915 0.07 0.13
"20327" 14982.99595 17.17 80.8 0.07 0.04 0.141
"16458" 12037.81818 17.67 66.77 0.08 20.73 17.18
"36055" 13214.46374 23.3 81.5 0.35 386.6 72.2
"13869" 12421.81818 13.36 89 4.922 4.527 4.202
"6850" 16330.61307 11.51 71.4 0.077 69.8 70.3
"39386" 13323.28267 27.65 40.78 4.924 687.6 64.16
"47268" 10126.26506 14.78 65.9 0.075 0.044 0.082
"8376" 13777.68844 13.9 62.62 0.081 0.044 0.145
"23486" 24759.13846 18.51 60.76 0.083 0.066 0.085
"22214" 11059.2 20.03 85.5 0.068 2.575 1.975
"50681" 13449.21969 13.34 84.8 0.085 0.059 0.133
"39118" 12920.28601 24.67 55.55 4.918 531.9 48.77
"47455" 10554.21687 19.89 43.11 4.917 504.5 42.49
"1535" 16273.73494 19.3 45.14 0.083 329 354.6
"44631" 15093.9759 19.68 73.4 0.068 0.037 0.17
"5858" 16706.89447 13.36 76.4 4.918 450.1 397
"22620" 24091.56923 19.97 89.1 0.067 0.055 0.13
"29534" 28787.94979 22.6 54.75 4.905 0.084 0.13
"30085" 37217.07113 27.72 46.12 4.903 0.091 0.093
"37333" 10090.29622 14.53 74.1 4.917 0.037 0.133
"29731" 31029.2887 33.46 31.38 4.905 756 57.5
"49677" 12290.9964 17.16 57.81 0.082 0.081 0.111
"23175" 26661.41538 20.03 65.25 0.077 0.059 0.111
"47630" 16817.3494 17.03 72 4.927 2.849 2.847
"50725" 9732.533013 11.58 87.6 0.087 0.033 0.159
"2519" 18569.63855 13.87 51.45 0.081 99.5 102.4
"43301" 11228.20669 20.39 67.71 4.917 56.81 34.7
"44450" 11363.85542 21.3 72.2 0.069 277.9 259.3
"31499" 28908.33856 28.63 62.62 4.903 194.9 150.6
"47405" 9634.698795 12.08 74.4 4.918 0.026 0.093
"42603" 19036.59574 20.48 78.6 4.918 0.062 0.107
"3194" 14047.22892 9.59 77.2 0.089 0.091 0.122
"38599" 13420.38815 19.07 87.2 4.915 0.099 0.133
"24281" 19560.36923 23.83 65.89 0.073 861 47.45
"41981" 12698.84498 22.61 69.45 4.92 571.1 183.7
"2572" 26937.83133 14.84 56.03 0.082 0.091 0.126
"15990" 17111.27273 13.07 85.9 0.072 0.022 0.119
"20916" 10826.23482 16.45 90.8 4.917 0.501 0.415
"46122" 9409.156627 11.69 79.3 0.085 0.059 0.13
"7613" 28041.64824 13.03 67.59 0.079 0.062 0.104
"12682" 14487.09677 16.02 77.3 4.91 0.029 0.178
"29427" 24919.83264 25.05 60.33 4.907 336.4 323.9
"1918" 11676.14458 13.32 72.2 0.078 0.07 0.119
"45269" 8125.301205 18.03 72.9 0.076 36.84 36.75
"49994" 8591.596639 11.86 65.36 0.084 0.059 0.111
"30331" 28878.32636 30.54 47.26 4.909 783 91.1
"19827" 17793.03644 26.54 47.4 4.914 620.7 98.1
"26719" 26570.7113 27.82 64.74 4.925 875 102.7
"20279" 25599.35223 19.62 59.22 0.069 61.03 63.82
"49597" 9963.02521 5.691 93.6 0.081 190.2 96.1
"6610" 24197.78894 14.49 66.15 0.085 0.048 0.093
"7898" 25274.53266 13.47 52.7 0.081 0.029 0.2
"47904" 11560.48193 18.81 61.82 4.921 284.2 46.5
"50499" 9744.057623 18.75 56.91 0.082 205.1 158.6
"41802" 8958.054711 19.4 76.8 0.12 0.077 0.078
"34471" 15949.84326 24.31 92.9 4.926 59.36 45.74
"18524" 15921.61943 21.53 71.2 4.921 755 134.5
"14907" 18728.72727 19.95 65.19 0.074 723 370.2
"20460" 16096.51822 16.25 80.5 0.07 0.037 0.137
"28947" 31294.39331 25.83 54.35 0.079 0.091 0.1
"12621" 15567.09677 24.61 44.44 4.918 685.5 87.5
"39788" 8590.395137 24.67 51.65 4.926 0.709 0.537
"3037" 15394.6988 13.18 64.94 0.081 0.073 0.089
"12791" 25467.09677 21.23 54.55 4.918 2.308 2.124
"43690" 9454.103343 19.52 78.7 0.07 25.26 22.51
"32776" 27072.60188 30.03 44.38 4.904 806 39.71
"43803" 10450.12048 16.93 57.4 0.085 0.059 0.13
"28909" 31631.79916 32.47 38.31 0.067 329.7 263.2
"1912" 14567.71084 14.5 66.76 0.08 0.062 0.096
"44741" 10935.90361 21.8 62.84 0.07 297.1 292.4
"49591" 9104.441777 5.285 93.6 0.084 90.1 30.62
"43213" 10539.57447 14.5 84.4 4.912 0.029 0.163
"10137" 13918.06452 12.6 67.19 0.087 94.1 78.2
"27362" 30607.53138 23.95 56.43 4.912 0.117 0.1
"28108" 23003.84937 24.66 85.2 4.914 0.037 0.126
"17606" 10878.70445 18.93 52.18 0.08 0.278 0.219
"23508" 11248.24615 16.26 67.97 0.084 3.431 2.903
"17332" 13286.47773 17.35 75.1 0.086 373.7 367.7
"19341" 12021.37652 17.29 82.9 4.928 52.44 43.42
"16513" 17600 16.61 83.1 0.077 60.03 47.87
"9754" 16141.93548 15.39 74.3 0.074 272.7 303.1
"31560" 21703.82445 25.89 90.1 4.911 0.077 0.148
"21120" 18376.03239 21.92 71.3 4.92 714 129.4
"20073" 15670.93117 20.17 77.4 0.07 478.1 428.1
"19288" 23838.70445 19.52 51.3 0.078 0.091 0.126
"46664" 10617.83133 14 56.57 0.086 0.033 0.078
"23941" 11602.70769 15.26 77.4 0.07 4.725 4.025
"28297" 29872.46862 28.04 73.4 4.915 492.1 326.4
"8616" 24770.32258 17.48 67.59 0.083 0.048 0.089
"6088" 13291.41709 10.62 92.2 0.078 0.084 0.141
"35599" 13549.82635 19.13 82.1 0.263 0.051 0.174
"4491" 14402.89447 10.56 62.68 4.922 0.066 0.082
"13187" 18862.54545 15.46 86.1 0.07 196.8 179.4
"33386" 37142.06897 25.68 83.8 4.922 0.877 0.652
"10100" 15503.22581 12.23 81.3 0.084 0.029 0.152
"28120" 18298.24268 25.17 82.1 4.912 7.39 5.75
"19056" 12820.08097 16.94 92 0.083 202.6 180.5
"26191" 35879.49791 27.42 45.9 4.92 0.194 0.174
"49600" 10470.10804 6.255 93.7 0.085 308.4 55.46
"30130" 16430.46025 24.45 53.48 4.908 0.106 0.133
"44589" 10947.46988 21.52 66.61 0.068 391.8 424
"33232" 30262.57053 26.09 81.4 4.921 113.5 94.2
"17758" 11980.5668 17.84 79.3 0.081 55.2 45.93
"40413" 13848.51064 22.16 61.2 4.92 516.2 49.55
"28779" 44465.27197 29 49.62 4.909 10.06 8.55
"36760" 10584.51481 20.97 66.76 0.27 0.055 0.122
"11438" 15137.41935 13.53 83.6 0.078 178 167.5
"47052" 15828.43373 14.71 56.79 4.916 10.36 10.29
"31118" 23280.75235 24.49 84.4 4.907 0.073 0.096
"39175" 13449.80592 17.64 82.2 4.916 0.073 0.126
"46418" 8339.277108 9.69 86 4.936 13.26 12.21
"39369" 10457.87234 18.39 84.4 4.918 356.7 55.88
"44829" 7408.192771 18.18 84.5 0.069 0.128 0.126
"34285" 20229.2163 22.84 88.9 4.916 0.084 0.119
"41438" 19287.53799 22.3 67.93 0.068 19.67 14.59
"42665" 8380.303951 17.03 84.2 4.91 0.044 0.159
"29278" 21328.87029 22.81 54.26 4.907 176.5 165.3
"35823" 17697.73238 24.39 79.1 0.317 106.1 67.51
"9718" 16269.67742 13.44 81.5 0.076 340.4 314.9
"35138" 17221.16445 21.51 60.05 4.927 0.113 0.07
"10718" 14643.87097 14.32 76.2 0.077 241.3 215.4
"6800" 13991.8794 13.44 62.69 0.08 0.033 0.156
"45818" 11120.96386 13.54 85.9 0.079 0.069 0.107
"4497" 14536.0402 10.58 61.32 4.921 0.044 0.134
"47463" 10484.81928 20.8 43.24 4.919 439.2 61.54
"39469" 12278.66261 20.1 69.02 4.916 0.077 0.126
"848" 25347.46988 12.61 77.3 0.088 0.026 0.148
"4705" 16764.78392 13.39 53.49 4.922 53.69 54.33
"48086" 14851.08434 13.07 85.1 0.071 0.044 0.1
"18673" 17274.17004 21.72 69.47 4.915 668.4 677.5
"8507" 14632.25806 12.09 86.4 0.091 0.048 0.174
"19272" 25476.92308 23.45 40.49 4.921 39.08 42.88
"4661" 11763.13568 8.02 75.1 4.911 37.44 36.63
"18024" 15152.06478 15.04 84.5 4.916 0.033 0.152
"42270" 12669.66565 23.04 67.27 4.927 657.1 84.9
"50431" 9219.687875 9.63 83.4 0.082 0.044 0.159
"38470" 12208.37589 18.48 88.2 4.917 0.066 0.115
"9556" 11717.41935 11.75 77.7 0.072 35.51 34.17
"45497" 16753.73494 18.52 68.21 0.07 0.062 0.104
"47930" 16979.27711 14.06 72.2 0.07 0.066 0.056
"40454" 17863.58663 18.65 73 0.072 0.08 0.093
"20157" 22422.02429 18.31 78.6 0.07 0.069 0.145
"8690" 11403.87097 13.4 86.3 0.085 53.4 50.45
"47292" 9033.253012 18.21 52.15 0.078 259.4 31.56
"51583" 9461.704682 7.4 90.2 0.083 0.055 0.148
"1519" 16886.74699 18.24 50.35 0.083 456.5 135.4
"13394" 18181.81818 14.99 83.7 0.069 0.037 0.137
"39426" 18861.51976 24.17 54.92 4.924 9.25 7.85
"775" 13029.39759 9.78 81.7 0.087 78.7 52.65
"23438" 21072.73846 21.92 43.74 0.082 113.7 89.4
"11369" 21687.09677 12.81 77.3 0.083 0.044 0.171
"9763" 25356.77419 14.46 77.6 0.075 29.47 33.11
"51829" 15172.14886 14.96 53.91 0.079 0.048 0.134
"13913" 17489.45455 13.67 87 0.069 67.8 61.27
"43262" 10562.91793 15.22 80.7 4.916 403.8 54.26
"18454" 15775.87045 18.22 88.1 0.078 0.055 0.122
"44712" 11710.84337 20.7 71.4 0.071 236.5 200.9
"48615" 10014.88595 16.51 54.91 0.085 104.9 86.8
"3653" 11681.92771 6 82.6 0.087 35.06 33.17
"22660" 11880.36923 20.48 85.2 0.07 153 123.7
"6189" 20035.53769 11.23 90.9 0.079 0.029 0.215
"42259" 11642.55319 21.49 77.8 4.916 511.7 74.6
"29634" 35132.38494 28.67 48.12 4.907 208.4 219.5
"35820" 16750.48008 25.07 75.3 0.321 161.7 119.5
"13191" 18618.18182 15.62 84.7 0.073 239.7 217.3
"34336" 19844.01254 26.05 71.9 4.92 606.7 117.5
"46642" 15822.6506 16.84 66.94 0.082 0.022 0.089
"20756" 15595.1417 16.91 85.9 4.918 0.051 0.152
"1650" 14799.03614 16.86 64.47 0.077 183.8 175.4
"38989" 13714.56588 21.99 71.7 4.928 137.1 69.3
"51332" 9795.918367 11.94 80.5 0.088 379 133.2
"3297" 26249.63855 11.63 70.5 0.087 0.084 0.063
"41890" 17892.76596 18.26 91.7 0.081 0.077 0.133
"12650" 25362.58065 19.64 65.07 4.921 0.062 0.13
"42872" 14023.58663 21.34 81.7 0.081 62.93 52.33
"43952" 10964.81928 19.15 54.9 0.081 0.073 0.074
"37065" 13208.58018 23.05 47.88 0.308 416.8 34.76
"9919" 25618.06452 17.87 52 0.088 0.066 0.111
"37539" 13873.42186 23.05 83.1 4.914 358.5 257.6
"23054" 25048.61538 21.68 60.21 0.083 0.066 0.093
"49444" 6891.716687 5.989 87.5 0.096 28.85 24.06
"17360" 18381.86235 25.26 42.88 0.071 883 59.75
"49425" 9404.081633 6.575 87.3 0.086 0.084 0.137
"47695" 9582.650602 14.98 81.7 4.914 0.044 0.163
"11775" 19387.74194 11.54 65.17 0.086 87.9 83
"1775" 11138.31325 13 83.8 0.074 0.048 0.159
"544" 25555.66265 13.22 75.6 0.083 1.142 1.22
"15956" 27002.18182 19.14 69.38 0.073 68.71 74.7
"50823" 14492.19688 13.66 87.1 0.075 0.066 0.1
"49412" 9519.327731 7.7 84.2 0.081 0.084 0.152
"30702" 19254.16928 25.21 92.3 4.91 0.099 0.085
"19634" 13111.57895 18.58 85.6 4.917 215.6 189.4
"14381" 28386.90909 15.44 85.4 0.071 0.051 0.122
"18503" 17151.74089 20.72 72.9 4.924 824 134.8
"19817" 18002.91498 27.57 35 4.919 831 97.7
"21648" 10948.66397 18.12 88.6 4.918 110.4 93.2
"1550" 25150.84337 17.62 54.94 0.087 9.47 9.82
"41620" 12617.14286 19.78 91.5 0.069 0.051 0.1
"23900" 26572.8 18.78 69.28 0.076 0.088 0.052
"14199" 18856.72727 15.78 82.1 0.074 288.3 266.7
"25120" 16831.01538 22.77 72.1 4.917 735 66.96
"52225" 9260.02401 14.28 44.09 0.078 284.6 108.1
"6144" 17743.11558 12.8 86.1 0.074 207 202.8
"19153" 19355.46559 26.04 35.66 0.08 0.102 0.141
"40256" 13971.06383 24.22 36.38 4.92 703 44.48
"13894" 18833.45455 13.41 87.6 0.071 68.88 61.98
"6784" 14437.62814 12.92 58.51 0.082 0.062 0.108
"37554" 19915.83248 23.41 80.8 4.925 86.8 86.5
"40237" 12337.02128 19.59 58.06 4.921 388.8 51.42
"41735" 19888.63222 19.93 81.6 0.085 0.069 0.093
"50219" 15183.67347 16.6 57.14 0.085 5.995 5.93
"50668" 15673.46939 14.5 80.7 0.082 0.033 0.171
"10032" 17448.3871 21.18 50.2 4.927 566.4 148.9
"15459" 14016 13.19 68.37 0.084 310.6 300.3
"22554" 18479.26154 21.84 80.1 0.069 201 171
"41026" 18219.57447 19.55 84.2 0.105 0.026 0.144
"42910" 13486.68693 20.72 68.3 0.082 0.048 0.122
"43222" 10352.82675 13.91 86.5 4.914 0.062 0.133
"5506" 14437.62814 7.38 90.1 0.074 0.095 0.141
"11116" 14225.80645 10.08 90.1 0.086 0.066 0.093
"38770" 12455.48519 20.43 84.2 4.914 0.077 0.115
"41204" 11724.25532 16.58 79.3 0.089 0.051 0.137
"38302" 16850.50051 20.46 86.7 4.917 0.084 0.085
"20728" 24573.27935 17.76 81 4.922 0.066 0.108
"33373" 28119.87461 26.34 79.1 4.93 84.2 67.18
"23205" 20623.75385 20.32 59.75 0.08 0.069 0.096
"29068" 43236.15063 33.81 22.54 4.911 4.728 4.087
"48383" 13149.57983 14.46 68.19 0.086 0.059 0.067
"9937" 18400.64516 13.79 71.4 0.082 0.048 0.082
"45208" 15377.3494 17.98 73.4 0.076 0.04 0.104
"37471" 12261.32789 22.25 71 4.913 0.069 0.159
"42623" 13375.80547 19.72 80.6 4.919 0.04 0.141
"19403" 17239.19028 21.53 66.72 4.919 406.6 434.7
"50377" 15696.51861 14.45 79.6 0.085 0.066 0.13
"31834" 25044.26332 27.71 54.75 4.904 0.121 0.059
"3904" 14903.13253 9.44 73.3 0.086 0.059 0.093
"50496" 9600 19.01 55.21 0.083 285.4 43.43
"34032" 15420.18809 20.18 70.1 4.913 145.7 40.61
"534" 16481.92771 17.57 59.83 0.077 160.3 195.4
"22960" 13002.83077 25.08 57.44 0.073 706 322.3
"8173" 19885.02513 16.75 59.45 0.085 160.9 180.5
"9510" 16130.32258 10.33 85 0.074 0.026 0.108
"48302" 8626.170468 17.29 59.11 0.08 299.3 54.14
"32439" 12531.15987 20.21 44.89 4.908 0.325 0.274
"42991" 11146.50456 20.7 72.5 0.083 710 154.3
"49097" 14382.71309 10.17 76.6 0.077 0.04 0.115
"16266" 23383.27273 16.56 71.7 0.082 0.037 0.07
"44119" 8720.963855 14.64 84.9 0.083 155.7 109.7
"47946" 13231.80723 13.91 71.5 0.071 0.048 0.07
"34808" 16828.58934 29.41 52.25 4.923 340.9 142.6
"25701" 20641.47692 29.53 41.03 4.924 799 103.9
"30257" 23528.03347 23.57 66.79 4.905 0.088 0.107
"52175" 7185.594238 10.9 54.01 0.076 0.055 0.104
"3947" 14047.22892 12.25 53.36 0.082 203.3 29.87
"25700" 20109.78462 29.48 38.86 4.921 785 102.9
"13265" 15051.63636 14.7 87.6 0.075 0.048 0.122
"31278" 19988.46395 25.81 82.4 4.909 0.084 0.089
"32966" 35149.84326 23.75 62.65 0.068 0.102 0.078
"2348" 13856.38554 9.35 78.1 0.082 0.07 0.115
"42289" 12611.30699 22.14 72.4 4.925 207.6 147.4
"4181" 17008.19277 16.54 58.61 4.922 0.055 0.089
"45564" 15730.12048 19.94 58.47 0.072 300.9 52.88
"6350" 14784.96482 10.97 74 0.086 0.044 0.085
"29529" 31083.51464 23.05 54.39 4.91 0.08 0.107
"23314" 27258.09231 20.51 62.85 0.082 0.055 0.056
"38932" 8731.195097 20.58 80.6 4.913 161.8 63.19
"22712" 19666.70769 22.85 70.2 0.07 372.4 168.6
"10536" 13726.45161 9.45 88 0.083 0.022 0.1
"15521" 21701.81818 20.25 42.68 0.086 125.3 127.8
"13662" 28840.72727 15.67 72.4 0.069 0.029 0.156
"39722" 19666.8693 24.15 55.89 4.921 0.084 0.078
"34750" 11947.33542 24.04 93.1 4.932 6.886 5.419
"18622" 11840.64777 16.43 89.4 4.91 58.61 49.96
"41492" 11928.51064 18.44 88.2 0.279 0.055 0.23
"12692" 14835.48387 15.02 77.4 4.911 0.044 0.174
"23151" 21196.8 22.45 57.48 0.077 75.6 62.58
"51290" 9444.417767 9.56 84.6 0.088 0.07 0.141
"11674" 15300 12.54 63.82 0.077 0.091 0.082
"18994" 25657.65182 18.36 85.9 0.069 0.044 0.119
"33434" 20385.70533 24.01 82 4.92 0.055 0.126
"39543" 13101.51976 29.13 31.54 4.925 468 206.3
"25821" 14450.21538 20.64 81.8 4.914 184.3 155
"19479" 11887.28745 17.96 78.5 4.917 8.16 7.16
"44388" 9825.542169 15.31 87 0.074 0.062 0.107
"31449" 23479.37304 28.36 60.92 4.902 212.9 132.1
"1448" 15759.03614 9.62 84.6 0.085 0.062 0.126
"39007" 16515.1379 20.4 80.6 4.916 0.091 0.107
"16080" 18880 18.89 71.7 0.073 674 227.3
"40281" 14023.58663 24.08 42.88 4.923 225.8 57.12
"655" 17002.40964 16.26 57.93 0.084 494.6 53.51
"52035" 7450.660264 12.64 73.6 0.082 2.935 2.9
"29504" 46357.15481 27.72 33.38 4.909 0.073 0.133
"36150" 17115.26047 21.47 87.1 0.36 0.066 0.1
"45743" 17551.80723 20.84 63.68 0.07 339 323.6
"37355" 13296.8335 18.47 61.33 4.919 455.5 40.96
"42625" 12547.11246 19.85 81 4.914 0.062 0.126
"19544" 17204.21053 20.84 65.92 4.917 474.7 485.5
"45429" 16400.96386 20.89 62.71 0.069 483.4 70.3
"32424" 20542.19436 20 44.81 4.906 0.088 0.111
"33316" 20114.85893 24.47 93.4 4.917 88 66.91
"29609" 33415.23013 28.97 47.29 4.911 823 58.45
"34249" 32627.96238 24.78 80.6 4.922 1.283 1.019
"50765" 9444.417767 13.05 79 0.085 480.3 53.85
"15865" 16320 15.78 91.3 0.066 0.051 0.133
"48257" 9404.081633 16.1 63.47 0.084 0.044 0.137
"23059" 22183.38462 21.43 61.81 0.086 0.077 0.085
"514" 16886.74699 16.13 58.43 0.085 503.5 38.74
"28680" 24980.08368 22.5 52.66 4.919 0.091 0.111
"50434" 9156.302521 9.61 84 0.083 0.04 0.145
"11334" 15317.41935 15.65 60.77 0.08 278.5 264.7
"24242" 12276.18462 21.47 77 0.071 362 351.3
"22179" 23997.04615 20.13 85.4 0.066 0.062 0.122
"47402" 9628.915663 12.89 72.7 4.918 0.051 0.133
"8449" 15954.33166 18.73 47.63 0.083 510.1 529.2
"15569" 15616 12.44 70.9 0.083 0.037 0.13
"17129" 24663.27273 16.88 68.64 0.067 0.077 0.085
"4606" 20272.88442 8.74 63.3 4.917 0.066 0.148
"28715" 27576.90377 29.55 32.55 4.919 595.6 51.15
"34505" 19561.12853 25.89 82.5 4.925 250.7 192.5
"31600" 27066.58307 27.21 83.9 4.908 525.1 263.1
"35256" 25252.21655 21.28 55.69 4.926 1.217 1.022
"31935" 30280.62696 33.65 25.61 4.904 161.8 134.7
"45000" 18338.31325 20.63 72.1 0.07 246.5 230.4
"25030" 29632.98462 26.35 37.56 4.926 123.1 134.5
"31546" 25754.48276 26.22 85.5 4.911 0.099 0.13
"46387" 10739.27711 11.95 86 4.916 0.04 0.126
"17393" 18026.23482 25.42 35.43 0.072 179.3 195
"44508" 10519.51807 18.94 77.8 0.068 0.051 0.089
"24680" 14054.4 22.2 71.1 0.078 532.2 502.2
"33354" 26169.78056 27.33 75.7 4.92 320.1 209.9
"10951" 15985.16129 11.59 87.3 0.069 0.084 0.1
"46760" 15221.20482 14.87 40.3 4.918 105.6 131.1
"20122" 17985.4251 21.56 54.98 0.071 443 47.65
"34494" 19633.35423 24.69 92.2 4.923 492.4 303
"44961" 11872.77108 19.12 86.1 0.068 0.073 0.115
"11119" 14893.54839 9.94 90.5 0.08 0.04 0.185
"46636" 17441.92771 18.33 73.7 0.078 0.033 0.145
"9841" 11241.29032 12.03 88.9 0.079 12.81 12.19
"25708" 22159.75385 27.92 46.73 4.923 874 102.4
"3014" 24855.90361 12.95 62.9 0.078 0.055 0.096
"11794" 24404.51613 10.13 68.67 0.085 0.059 0.13
"39534" 13393.31307 28.67 29.61 4.927 476.9 322.7
"30750" 29311.59875 27.25 82.6 4.91 219.3 162.5
"40387" 13107.35562 20.29 57.7 4.922 449.9 154.7
"14410" 16517.81818 15.03 88.2 0.068 0.055 0.063
"4260" 17453.49398 18.25 63.15 4.916 262.2 242.2
"43506" 11053.1307 17.04 83.4 4.92 0.069 0.148
"13201" 17815.27273 15.77 82.2 0.07 233.8 212.4
"14240" 27624.72727 14.69 86.1 0.069 0.048 0.115
