"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
1 2278 3 10 2 1 8 1 11 706 4422 5 3 7 1 1 1 3 1 1 3
1 2194 7 10 2 1 8 1 11 483 3894 5 3 7 1 1 1 3 1 1 3
1 2274 7 10 2 1 8 1 11 647 4413 5 3 7 1 1 1 3 1 1 1
1 2314 3 5 6 1 8 1 11 256 4237 5 3 7 1 1 1 3 1 1 1
1 2203 7 5 2 1 8 1 11 465 3986 5 3 7 1 1 1 3 1 1 1
1 2319 3 10 2 1 8 1 11 460 4375 5 3 7 1 1 1 3 1 1 1
1 1995 3 10 2 1 8 1 11 319 3691 5 3 7 1 1 1 3 1 1 3
1 1745 7 10 2 1 8 1 11 463 4162 5 3 7 1 1 1 3 1 1 1
1 2389 3 10 2 1 8 1 11 772 4370 5 3 7 1 1 1 3 1 1 1
1 2345 3 10 2 1 8 1 11 605 4227 5 3 7 1 1 1 3 1 1 1
1 1904 3 11 2 1 8 1 11 2208 3667 5 3 7 1 1 1 3 1 1 1
1 2328 3 5 2 1 8 1 11 466 4164 5 3 7 1 1 1 3 1 1 3
1 2175 3 11 2 1 8 1 11 367 4370 5 3 7 1 1 1 3 1 1 3
1 2402 3 5 6 1 8 1 11 748 4553 5 3 7 1 1 1 3 1 1 3
1 2283 7 11 2 1 8 1 11 472 4206 5 3 7 1 1 1 3 1 1 3
1 2275 3 11 2 1 8 1 11 674 4382 5 3 7 1 1 1 3 1 1 1
1 1923 7 5 6 1 8 1 11 330 3905 5 3 7 1 1 1 3 1 1 3
1 2402 7 11 2 1 8 1 11 446 4458 5 3 7 1 1 1 3 1 1 1
1 1743 7 11 2 1 8 1 11 2148 3670 5 3 7 1 1 1 3 1 1 1
1 2310 7 10 6 1 8 1 11 600 4154 5 3 7 1 1 1 3 1 1 1
1 2241 3 11 2 1 8 1 11 573 4218 5 3 7 1 1 1 3 1 1 3
1 2351 7 11 6 1 8 1 11 373 4239 5 3 7 1 1 1 3 1 1 3
1 1969 3 11 6 1 8 1 11 320 3983 5 3 7 1 1 1 3 1 1 3
1 2277 3 11 6 1 8 1 11 638 4195 5 3 7 1 1 1 3 1 1 3
1 2206 7 11 6 1 8 1 11 694 4209 5 3 7 1 1 1 3 1 1 3
1 2284 3 11 6 1 8 1 11 437 4229 5 3 7 1 1 1 3 1 1 3
1 1972 3 5 2 1 8 1 11 241 3977 5 3 7 1 1 1 3 1 1 3
1 2254 3 10 6 1 8 1 11 461 3965 5 3 7 1 1 1 3 1 1 1
1 2218 7 10 6 1 8 1 11 425 4171 5 3 7 1 1 1 3 1 1 1
1 2529 3 11 2 1 8 1 11 625 4218 5 3 7 1 1 1 3 1 1 1
1 2311 3 5 2 1 8 1 11 324 3991 5 3 7 1 1 1 3 1 1 1
1 2179 7 11 6 1 8 1 11 500 4173 5 3 7 1 1 1 3 1 1 3
1 1997 7 10 2 1 8 1 11 2018 3626 5 3 7 1 1 1 3 1 1 3
1 2332 3 10 2 1 8 1 11 442 4182 5 3 7 1 1 1 3 1 1 1
1 2365 7 11 2 1 8 1 11 822 4217 5 3 7 1 1 1 3 1 1 1
1 2221 7 5 6 1 8 1 11 653 4223 5 3 7 1 1 1 3 1 1 1
1 2237 7 11 2 1 8 1 11 909 4447 5 3 7 1 1 1 3 1 1 1
1 2346 7 5 6 1 8 1 11 508 4387 5 3 7 1 1 1 3 1 1 3
1 2190 7 5 2 1 8 1 11 528 4224 5 3 7 1 1 1 3 1 1 3
1 2193 7 10 6 1 8 1 11 244 4203 5 3 7 1 1 1 3 1 1 1
1 2315 7 5 2 1 8 1 11 726 4168 5 3 7 1 1 1 3 1 1 3
1 2267 7 11 6 1 8 1 11 124 3943 5 3 7 1 1 1 3 1 1 1
1 2285 7 11 2 1 8 1 11 194 3959 5 3 7 1 1 1 3 1 1 3
1 2174 7 5 2 1 8 1 11 384 3933 5 3 7 1 1 1 3 1 1 1
1 2205 3 11 6 1 8 1 11 390 4211 5 3 7 1 1 1 3 1 1 3
1 2372 7 10 6 1 8 1 11 274 3925 5 3 7 1 1 1 3 1 1 1
1 2273 7 10 2 1 8 1 11 517 4225 5 3 7 1 1 1 3 1 1 1
1 2413 7 10 6 1 8 1 11 443 4376 5 3 7 1 1 1 3 1 1 1
1 2218 3 5 6 1 8 1 11 167 3910 5 3 7 1 1 1 3 1 1 3
1 2297 3 5 2 1 8 1 11 715 4185 5 3 7 1 1 1 3 1 1 3
1 2441 3 11 6 1 8 1 11 690 4528 5 3 7 1 1 1 3 1 1 1
1 2261 7 10 6 1 8 1 11 260 4196 5 3 7 1 1 1 3 1 1 1
1 1914 3 10 6 1 8 1 11 119 3913 5 3 7 1 1 1 3 1 1 1
1 2279 3 10 2 1 8 1 11 752 4229 5 3 7 1 1 1 3 1 1 3
1 1975 7 11 2 1 8 1 11 394 4247 5 3 7 1 1 1 3 1 1 3
1 2369 3 10 2 1 8 1 11 520 4407 5 3 7 1 1 1 3 1 1 3
1 2387 3 11 6 1 8 1 11 521 4225 5 3 7 1 1 1 3 1 1 1
1 2227 7 11 2 1 8 1 11 532 4382 5 3 7 1 1 1 3 1 1 3
1 1911 3 5 6 1 8 1 11 322 3971 5 3 7 1 1 1 3 1 1 1
1 2370 3 5 2 1 8 1 11 884 4621 5 3 7 1 1 1 3 1 1 1
1 2258 7 10 2 1 8 1 11 402 4231 5 3 7 1 1 1 3 1 1 1
1 2306 7 10 6 1 8 1 11 450 4451 5 3 7 1 1 1 3 1 1 1
1 2188 3 5 2 1 8 1 11 387 3985 5 3 7 1 1 1 3 1 1 1
1 2245 7 10 2 1 8 1 11 528 4379 5 3 7 1 1 1 3 1 1 1
1 2181 7 5 6 1 8 1 11 198 3990 5 3 7 1 1 1 3 1 1 1
1 2201 3 11 6 1 8 1 11 315 3935 5 3 7 1 1 1 3 1 1 3
1 2279 3 5 2 1 8 1 11 591 4429 5 3 7 1 1 1 3 1 1 3
1 2204 3 5 2 1 8 1 11 446 4149 5 3 7 1 1 1 3 1 1 3
1 2254 3 11 2 1 8 1 11 664 4421 5 3 7 1 1 1 3 1 1 3
1 2268 3 5 2 1 8 1 11 380 3912 5 3 7 1 1 1 3 1 1 1
1 1960 3 5 6 1 8 1 11 204 3949 5 3 7 1 1 1 3 1 1 1
1 2254 7 11 6 1 8 1 11 580 4424 5 3 7 1 1 1 3 1 1 1
1 1973 3 5 2 1 8 1 11 319 3942 5 3 7 1 1 1 3 1 1 1
1 2260 3 11 6 1 8 1 11 422 4178 5 3 7 1 1 1 3 1 1 1
1 2350 7 5 2 1 8 1 11 824 4429 5 3 7 1 1 1 3 1 1 3
1 2431 7 10 2 1 8 1 11 758 4552 5 3 7 1 1 1 3 1 1 1
1 2323 3 10 6 1 8 1 11 555 4397 5 3 7 1 1 1 3 1 1 1
1 2322 3 11 6 1 8 1 11 311 3986 5 3 7 1 1 1 3 1 1 1
1 2228 3 5 6 1 8 1 11 599 4203 5 3 7 1 1 1 3 1 1 3
1 2287 3 11 6 1 8 1 11 536 4222 5 3 7 1 1 1 3 1 1 3
1 2342 3 10 2 1 8 1 11 771 4421 5 3 7 1 1 1 3 1 1 3
1 2327 7 10 6 1 8 1 11 586 3990 5 3 7 1 1 1 3 1 1 1
1 1910 7 11 2 1 8 1 11 535 4172 5 3 7 1 1 1 3 1 1 1
1 2398 7 11 2 1 8 1 11 582 4243 5 3 7 1 1 1 3 1 1 3
1 2293 3 11 6 1 8 1 11 955 4543 5 3 7 1 1 1 3 1 1 1
1 2304 3 10 6 1 8 1 11 665 4390 5 3 7 1 1 1 3 1 1 3
1 2197 7 11 2 1 8 1 11 290 3961 5 3 7 1 1 1 3 1 1 3
1 2219 3 5 6 1 8 1 11 288 4151 5 3 7 1 1 1 3 1 1 1
1 2259 3 10 2 1 8 1 11 337 3943 5 3 7 1 1 1 3 1 1 1
1 1970 3 10 6 1 8 1 11 362 4205 5 3 7 1 1 1 3 1 1 1
1 1998 7 10 2 1 8 1 11 517 4213 5 3 7 1 1 1 3 1 1 3
1 2282 3 10 2 1 8 1 11 402 4189 5 3 7 1 1 1 3 1 1 3
1 2200 7 11 6 1 8 1 11 503 4215 5 3 7 1 1 1 3 1 1 3
1 1939 3 10 6 1 8 1 11 627 4441 5 3 7 1 1 1 3 1 1 3
1 2341 7 11 6 1 8 1 11 268 3989 5 3 7 1 1 1 3 1 1 1
1 2198 7 11 2 1 8 1 11 232 4198 5 3 7 1 1 1 3 1 1 1
1 2230 3 11 2 1 8 1 11 304 3977 5 3 7 1 1 1 3 1 1 3
1 2269 3 11 2 1 8 1 11 393 3978 5 3 7 1 1 1 3 1 1 1
1 2287 3 5 6 1 8 1 11 483 3919 5 3 7 1 1 1 3 1 1 3
1 2388 3 10 6 1 8 1 11 690 4444 5 3 7 1 1 1 3 1 1 1
1 2171 3 10 2 1 8 1 11 551 3975 5 3 7 1 1 1 3 1 1 1
1 2175 7 11 2 1 8 1 11 296 4194 5 3 7 1 1 1 3 1 1 3
1 2327 3 11 2 1 8 1 11 584 3933 5 3 7 1 1 1 3 1 1 3
1 2182 7 11 6 1 8 1 11 423 3658 5 3 7 1 1 1 3 1 1 3
1 2249 3 5 2 1 8 1 11 675 4229 5 3 7 1 1 1 3 1 1 1
1 2286 3 5 6 1 8 1 11 452 3963 5 3 7 1 1 1 3 1 1 3
1 2300 3 11 2 1 8 1 11 929 4614 5 3 7 1 1 1 3 1 1 1
1 2283 3 5 6 1 8 1 11 437 4195 5 3 7 1 1 1 3 1 1 1
1 2431 7 5 2 1 8 1 11 527 4377 5 3 7 1 1 1 3 1 1 1
1 2207 3 5 2 1 8 1 11 654 4370 5 3 7 1 1 1 3 1 1 1
1 2182 3 11 2 1 8 1 11 610 4235 5 3 7 1 1 1 3 1 1 1
1 2198 3 11 2 1 8 1 11 561 4204 5 3 7 1 1 1 3 1 1 3
1 2385 7 10 6 1 8 1 11 435 4210 5 3 7 1 1 1 3 1 1 3
1 1992 7 5 6 1 8 1 11 798 4197 5 3 7 1 1 1 3 1 1 3
1 2280 3 11 2 1 8 1 11 527 4149 5 3 7 1 1 1 3 1 1 1
1 2199 7 10 2 1 8 1 11 480 3919 5 3 7 1 1 1 3 1 1 1
1 2210 7 5 6 1 8 1 11 393 4197 5 3 7 1 1 1 3 1 1 3
1 1968 7 10 2 1 8 1 11 374 4212 5 3 7 1 1 1 3 1 1 3
1 2408 3 10 2 1 8 1 11 538 4458 5 3 7 1 1 1 3 1 1 1
1 2193 7 5 2 1 8 1 11 570 4160 5 3 7 1 1 1 3 1 1 3
1 1993 3 10 2 1 8 1 11 428 3966 5 3 7 1 1 1 3 1 1 3
1 2321 7 5 2 1 8 1 11 488 3952 5 3 7 1 1 1 3 1 1 3
1 1945 3 10 6 1 8 1 11 218 3966 5 3 7 1 1 1 3 1 1 1
1 2362 7 5 6 1 8 1 11 338 4168 5 3 7 1 1 1 3 1 1 1
1 2179 3 11 6 1 8 1 11 397 4383 5 3 7 1 1 1 3 1 1 3
1 2356 7 5 2 1 8 1 11 629 4217 5 3 7 1 1 1 3 1 1 3
1 1972 3 10 2 1 8 1 11 299 3910 5 3 7 1 1 1 3 1 1 3
1 1950 7 11 2 1 8 1 11 712 4385 5 3 7 1 1 1 3 1 1 3
1 1993 7 5 2 1 8 1 11 584 4152 5 3 7 1 1 1 3 1 1 1
1 2270 3 10 2 1 8 1 11 309 3974 5 3 7 1 1 1 3 1 1 3
1 1927 3 11 2 1 8 1 11 430 3937 5 3 7 1 1 1 3 1 1 3
1 2318 7 5 2 1 8 1 11 469 3985 5 3 7 1 1 1 3 1 1 1
1 2250 3 5 6 1 8 1 11 243 3959 5 3 7 1 1 1 3 1 1 1
1 1718 3 10 6 1 8 1 11 181 3694 5 3 7 1 1 1 3 1 1 1
1 2176 7 11 6 1 8 1 11 181 3967 5 3 7 1 1 1 3 1 1 3
1 2245 7 11 2 1 8 1 11 393 4535 5 3 7 1 1 1 3 1 1 1
1 2413 7 5 6 1 8 1 11 597 4378 5 3 7 1 1 1 3 1 1 3
1 2260 3 5 6 1 8 1 11 629 4243 5 3 7 1 1 1 3 1 1 3
1 2229 7 11 2 1 8 1 11 284 3949 5 3 7 1 1 1 3 1 1 1
1 1996 7 11 6 1 8 1 11 249 3942 5 3 7 1 1 1 3 1 1 1
1 2182 7 11 2 1 8 1 11 483 4212 5 3 7 1 1 1 3 1 1 3
1 2350 3 5 2 1 8 1 11 848 4442 5 3 7 1 1 1 3 1 1 1
1 1909 7 10 2 1 8 1 11 323 3898 5 3 7 1 1 1 3 1 1 3
1 2416 7 11 6 1 8 1 11 612 4217 5 3 7 1 1 1 3 1 1 1
1 1975 3 5 6 1 8 1 11 390 3952 5 3 7 1 1 1 3 1 1 1
1 2345 7 5 6 1 8 1 11 641 4529 5 3 7 1 1 1 3 1 1 1
1 2205 7 10 2 1 8 1 11 313 3913 5 3 7 1 1 1 3 1 1 1
1 2323 3 11 6 1 8 1 11 340 3717 5 3 7 1 1 1 3 1 1 3
1 2180 7 5 2 1 8 1 11 314 3942 5 3 7 1 1 1 3 1 1 1
1 2380 3 10 6 1 8 1 11 565 4384 5 3 7 1 1 1 3 1 1 1
1 1751 3 10 6 1 8 1 11 168 3939 5 3 7 1 1 1 3 1 1 1
1 2452 7 10 6 1 8 1 11 672 4447 5 3 7 1 1 1 3 1 1 1
1 2290 3 10 6 1 8 1 11 651 4420 5 3 7 1 1 1 3 1 1 3
1 2205 7 5 2 1 8 1 11 654 4207 5 3 7 1 1 1 3 1 1 3
1 2212 7 10 6 1 8 1 11 404 4158 5 3 7 1 1 1 3 1 1 3
1 1959 3 10 6 1 8 1 11 188 3977 5 3 7 1 1 1 3 1 1 3
1 2509 3 5 6 1 8 1 11 606 4180 5 3 7 1 1 1 3 1 1 1
1 2286 7 5 2 1 8 1 11 624 4241 5 3 7 1 1 1 3 1 1 3
1 2239 7 5 2 1 8 1 11 482 4180 5 3 7 1 1 1 3 1 1 3
1 2282 7 11 2 1 8 1 11 452 4211 5 3 7 1 1 1 3 1 1 1
1 2370 3 5 2 1 8 1 11 727 4181 5 3 7 1 1 1 3 1 1 3
1 2351 7 10 6 1 8 1 11 546 4181 5 3 7 1 1 1 3 1 1 1
1 1998 3 11 2 1 8 1 11 320 3920 5 3 7 1 1 1 3 1 1 3
1 2338 7 5 2 1 8 1 11 984 4386 5 3 7 1 1 1 3 1 1 3
1 2238 3 11 2 1 8 1 11 197 3975 5 3 7 1 1 1 3 1 1 3
1 2255 7 10 2 1 8 1 11 237 3928 5 3 7 1 1 1 3 1 1 3
0 1949 7 5 6 1 2 3 6 1871 3633 1 8 4 1 1 2 5 1 1 3
0 2178 7 5 6 1 2 3 6 1849 3226 1 8 12 1 1 2 5 1 1 3
0 1908 7 10 6 1 2 3 6 1774 3251 1 8 12 1 1 2 5 1 1 1
0 1711 7 10 6 1 2 3 6 1795 3201 1 8 12 1 1 2 5 1 1 1
0 2173 7 10 3 1 2 3 6 1862 3196 1 8 12 1 1 2 5 1 1 3
0 2206 7 10 3 1 2 3 6 1962 3896 1 8 4 1 1 2 5 1 1 4
0 2287 7 10 6 1 2 3 6 1944 3687 1 8 12 1 1 2 5 1 1 1
0 1970 7 5 3 1 2 3 6 1782 3669 1 8 4 1 1 2 5 1 1 3
0 1974 7 10 6 1 2 3 6 1856 3186 1 8 4 1 1 2 5 1 1 4
0 2203 7 10 3 1 2 3 6 1916 3944 1 8 4 1 1 2 5 1 1 4
0 2191 7 5 6 1 2 3 6 1770 3247 1 8 4 1 1 2 5 1 1 3
0 2216 7 5 6 1 2 3 6 1727 3231 1 8 4 1 1 2 5 1 1 4
0 1992 7 5 6 1 2 3 6 1734 2343 1 8 12 1 1 2 5 1 1 1
0 1910 7 5 3 1 2 3 6 1867 3258 1 8 12 1 1 2 5 1 1 4
0 2175 7 10 3 1 2 3 6 1808 3645 1 8 12 1 1 2 5 1 1 3
0 1943 7 10 3 1 2 3 6 1750 2346 1 8 12 1 1 2 5 1 1 1
0 2187 7 10 3 1 2 3 6 1935 3673 1 8 4 1 1 2 5 1 1 1
0 1940 7 10 6 1 2 3 6 1870 3649 1 8 12 1 1 2 5 1 1 3
0 1947 7 10 3 1 2 3 6 1777 3214 1 8 4 1 1 2 5 1 1 1
0 2196 7 5 3 1 2 3 6 1821 3237 1 8 4 1 1 2 5 1 1 1
0 2230 7 10 6 1 2 3 6 1826 3256 1 8 12 1 1 2 5 1 1 1
0 1963 7 5 6 1 2 3 6 1860 3221 1 8 12 1 1 2 5 1 1 1
0 1959 7 10 6 1 2 3 6 1776 3257 1 8 4 1 1 2 5 1 1 1
0 1909 7 5 3 1 2 3 6 1763 3187 1 8 4 1 1 2 5 1 1 1
0 2201 7 5 3 1 2 3 6 1868 3655 1 8 12 1 1 2 5 1 1 1
0 1950 7 5 3 1 2 3 6 1832 3645 1 8 4 1 1 2 5 1 1 3
0 2180 7 10 3 1 2 3 6 1880 3894 1 8 12 1 1 2 5 1 1 3
0 2208 7 10 6 1 2 3 6 1858 3659 1 8 12 1 1 2 5 1 1 4
0 2208 7 5 3 1 2 3 6 1836 3242 1 8 4 1 1 2 5 1 1 3
0 2232 7 5 3 1 2 3 6 1867 3695 1 8 12 1 1 2 5 1 1 4
0 1959 7 10 6 1 2 3 6 1799 3184 1 8 4 1 1 2 5 1 1 4
0 2296 7 5 6 1 2 3 6 1850 3208 1 8 4 1 1 2 5 1 1 1
0 1930 7 5 3 1 2 3 6 1790 3253 1 8 12 1 1 2 5 1 1 3
0 2173 7 5 3 1 2 3 6 1853 3204 1 8 4 1 1 2 5 1 1 4
0 2180 7 10 6 1 2 3 6 1824 3237 1 8 12 1 1 2 5 1 1 4
0 1989 7 5 6 1 2 3 6 1846 2339 1 8 12 1 1 2 5 1 1 3
0 2278 7 5 6 1 2 3 6 1848 3203 1 8 12 1 1 2 5 1 1 1
0 2246 7 10 3 1 2 3 6 1784 3650 1 8 12 1 1 2 5 1 1 3
0 1980 7 10 3 1 2 3 6 1837 3650 1 8 12 1 1 2 5 1 1 3
0 1943 7 10 6 1 2 3 6 1828 3248 1 8 12 1 1 2 5 1 1 4
0 2189 7 10 3 1 2 3 6 1828 3679 1 8 4 1 1 2 5 1 1 4
0 1714 7 10 6 1 2 3 6 1791 3212 1 8 12 1 1 2 5 1 1 4
0 1968 7 5 6 1 2 3 6 1833 3246 1 8 12 1 1 2 5 1 1 3
0 1925 7 5 6 1 2 3 6 1850 3666 1 8 4 1 1 2 5 1 1 3
0 2277 7 10 3 1 2 3 6 1950 3708 1 8 12 1 1 2 5 1 1 1
0 2248 7 10 3 1 2 3 6 1913 3914 1 8 12 1 1 2 5 1 1 3
0 1976 7 5 6 1 2 3 6 1941 3653 1 8 12 1 1 2 5 1 1 3
0 1735 7 10 6 1 2 3 6 1857 3249 1 8 12 1 1 2 5 1 1 3
0 2318 7 10 6 1 2 3 6 1870 3680 1 8 4 1 1 2 5 1 1 1
0 2178 7 10 3 1 2 3 6 1825 3630 1 8 12 1 1 2 5 1 1 1
0 2185 7 5 6 1 2 3 6 1800 3211 1 8 4 1 1 2 5 1 1 1
0 1989 7 10 3 1 2 3 6 1714 3183 1 8 4 1 1 2 5 1 1 3
0 1992 7 10 3 1 2 3 6 1869 3665 1 8 4 1 1 2 5 1 1 3
0 1949 7 10 6 1 2 3 6 1912 3639 1 8 4 1 1 2 5 1 1 3
0 2259 7 10 6 1 2 3 6 1862 3650 1 8 12 1 1 2 5 1 1 3
0 2200 7 5 6 1 2 3 6 1986 3689 1 8 4 1 1 2 5 1 1 1
0 2184 7 5 6 1 2 3 6 1786 3640 1 8 4 1 1 2 5 1 1 3
0 1953 7 5 3 1 2 3 6 1743 3234 1 8 12 1 1 2 5 1 1 4
0 1919 7 10 3 1 2 3 6 1718 3233 1 8 4 1 1 2 5 1 1 1
0 2245 7 5 6 1 2 3 6 1975 3909 1 8 12 1 1 2 5 1 1 1
0 1731 7 5 6 1 2 3 6 1739 3220 1 8 12 1 1 2 5 1 1 4
0 1994 7 5 6 1 2 3 6 1928 3698 1 8 4 1 1 2 5 1 1 4
0 1945 7 10 3 1 2 3 6 1813 3621 1 8 12 1 1 2 5 1 1 1
0 2251 7 5 3 1 2 3 6 1914 3905 1 8 4 1 1 2 5 1 1 1
0 1955 7 5 6 1 2 3 6 1706 3166 1 8 12 1 1 2 5 1 1 3
0 1989 7 10 6 1 2 3 6 1742 3191 1 8 4 1 1 2 5 1 1 1
0 2256 7 5 3 1 2 3 6 1878 3691 1 8 4 1 1 2 5 1 1 3
0 2178 7 5 3 1 2 3 6 1921 3652 1 8 4 1 1 2 5 1 1 3
0 1958 7 5 6 1 2 3 6 1800 3203 1 8 4 1 1 2 5 1 1 4
0 2220 7 5 3 1 2 3 6 1826 3641 1 8 4 1 1 2 5 1 1 1
0 1981 7 5 6 1 2 3 6 1902 3246 1 8 12 1 1 2 5 1 1 1
0 1934 7 10 6 1 2 3 6 1717 3186 1 8 4 1 1 2 5 1 1 4
0 1948 7 10 6 1 2 3 6 1783 3261 1 8 4 1 1 2 5 1 1 4
0 1949 7 5 6 1 2 3 6 1736 3220 1 8 4 1 1 2 5 1 1 4
0 2195 7 10 3 1 2 3 6 1834 3262 1 8 4 1 1 2 5 1 1 1
0 2189 7 10 6 1 2 3 6 1961 3695 1 8 12 1 1 2 5 1 1 1
0 1944 7 10 3 1 2 3 6 1762 3214 1 8 12 1 1 2 5 1 1 3
0 2221 7 5 3 1 2 3 6 1866 3223 1 8 4 1 1 2 5 1 1 3
0 1939 7 5 6 1 2 3 6 1792 3245 1 8 4 1 1 2 5 1 1 1
0 1911 7 5 3 1 2 3 6 1869 3648 1 8 12 1 1 2 5 1 1 1
0 2172 7 10 6 1 2 3 6 1937 3623 1 8 4 1 1 2 5 1 1 4
0 2173 7 5 6 1 2 3 6 1888 3676 1 8 4 1 1 2 5 1 1 3
0 1925 7 5 3 1 2 3 6 1793 3221 1 8 12 1 1 2 5 1 1 1
0 2215 7 10 3 1 2 3 6 1852 3668 1 8 12 1 1 2 5 1 1 4
0 1943 7 10 6 1 2 3 6 1739 3194 1 8 4 1 1 2 5 1 1 3
0 2235 7 10 3 1 2 3 6 1837 3683 1 8 4 1 1 2 5 1 1 4
0 2249 7 5 6 1 2 3 6 1776 3634 1 8 12 1 1 2 5 1 1 4
0 2189 7 5 6 1 2 3 6 1851 3644 1 8 4 1 1 2 5 1 1 1
0 2208 7 10 3 1 2 3 6 1820 3699 1 8 12 1 1 2 5 1 1 4
0 2196 7 5 6 1 2 3 6 1864 3227 1 8 12 1 1 2 5 1 1 3
0 1979 7 10 3 1 2 3 6 1784 3194 1 8 12 1 1 2 5 1 1 4
0 2256 7 10 3 1 2 3 6 1887 3941 1 8 4 1 1 2 5 1 1 4
0 2284 7 10 3 1 2 3 6 1894 3701 1 8 4 1 1 2 5 1 1 1
0 1927 7 5 6 1 2 3 6 1799 3166 1 8 4 1 1 2 5 1 1 4
0 2172 7 5 3 1 2 3 6 1738 3189 1 8 12 1 1 2 5 1 1 3
0 1953 7 10 6 1 2 3 6 1714 2347 1 8 4 1 1 2 5 1 1 1
0 1937 7 10 3 1 2 3 6 1852 3240 1 8 12 1 1 2 5 1 1 4
0 1931 7 10 3 1 2 3 6 1828 3240 1 8 4 1 1 2 5 1 1 3
0 2220 7 5 3 1 2 3 6 1828 3263 1 8 12 1 1 2 5 1 1 4
0 2279 7 5 6 1 2 3 6 1711 2346 1 8 4 1 1 2 5 1 1 1
0 1758 7 10 3 1 2 3 6 1753 3185 1 8 12 1 1 2 5 1 1 1
0 1961 7 10 3 1 2 3 6 1797 2325 1 8 4 1 1 2 5 1 1 1
0 2241 7 10 3 1 2 3 6 2025 3958 1 8 4 1 1 2 5 1 1 1
0 1922 7 10 3 1 2 3 6 1833 3179 1 8 4 1 1 2 5 1 1 3
0 2253 7 5 3 1 2 3 6 1756 2328 1 8 12 1 1 2 5 1 1 4
0 2198 7 5 3 1 2 3 6 1902 3680 1 8 4 1 1 2 5 1 1 1
0 2217 7 5 3 1 2 3 6 1874 3634 1 8 4 1 1 2 5 1 1 1
0 2218 7 10 3 1 2 3 6 1880 3706 1 8 4 1 1 2 5 1 1 1
0 1993 7 5 3 1 2 3 6 1848 3685 1 8 12 1 1 2 5 1 1 3
0 2227 7 10 3 1 2 3 6 1894 3697 1 8 12 1 1 2 5 1 1 4
0 1957 7 10 3 1 2 3 6 1776 3258 1 8 4 1 1 2 5 1 1 1
0 2174 7 10 6 1 2 3 6 1782 3640 1 8 12 1 1 2 5 1 1 1
0 1979 7 5 6 1 2 3 6 1942 3672 1 8 12 1 1 2 5 1 1 4
0 1721 7 10 6 1 2 3 6 1733 2327 1 8 4 1 1 2 5 1 1 3
0 1928 7 5 3 1 2 3 6 1846 3634 1 8 12 1 1 2 5 1 1 1
0 1940 7 10 6 1 2 3 6 1785 3249 1 8 4 1 1 2 5 1 1 1
0 2223 7 10 3 1 2 3 6 1854 3619 1 8 12 1 1 2 5 1 1 3
0 1977 7 5 6 1 2 3 6 1631 3169 1 8 12 1 1 2 5 1 1 4
0 1916 7 10 6 1 2 3 6 1816 3185 1 8 12 1 1 2 5 1 1 4
0 2322 7 5 3 1 2 3 6 1857 3715 1 8 4 1 1 2 5 1 1 4
0 1970 7 5 3 1 2 3 6 1796 3236 1 8 12 1 1 2 5 1 1 4
0 1736 7 10 3 1 2 3 6 1798 3653 1 8 4 1 1 2 5 1 1 4
0 1986 7 5 3 1 2 3 6 1818 3630 1 8 12 1 1 2 5 1 1 1
0 1979 7 5 3 1 2 3 6 1717 2338 1 8 12 1 1 2 5 1 1 3
0 1940 7 10 3 1 2 3 6 1739 2283 1 8 12 1 1 2 5 1 1 1
0 2196 7 5 3 1 2 3 6 1844 3250 1 8 4 1 1 2 5 1 1 3
0 1934 7 10 6 1 2 3 6 1813 3643 1 8 4 1 1 2 5 1 1 3
0 2269 7 10 6 1 2 3 6 1919 3963 1 8 4 1 1 2 5 1 1 4
0 1971 7 10 6 1 2 3 6 1840 3215 1 8 4 1 1 2 5 1 1 4
0 2306 7 5 3 1 2 3 6 1900 3640 1 8 4 1 1 2 5 1 1 4
0 1963 7 10 6 1 2 3 6 1803 3656 1 8 12 1 1 2 5 1 1 3
0 2304 7 5 6 1 2 3 6 1915 3694 1 8 12 1 1 2 5 1 1 4
0 2222 7 5 6 1 2 3 6 1795 3252 1 8 4 1 1 2 5 1 1 3
0 2175 7 5 6 1 2 3 6 1784 3230 1 8 4 1 1 2 5 1 1 1
0 2212 7 10 3 1 2 3 6 1825 3262 1 8 4 1 1 2 5 1 1 1
0 1996 7 10 6 1 2 3 6 1801 3175 1 8 4 1 1 2 5 1 1 4
0 2210 7 5 6 1 2 3 6 1851 3192 1 8 12 1 1 2 5 1 1 3
0 2254 7 10 3 1 2 3 6 1814 3173 1 8 12 1 1 2 5 1 1 4
0 2221 7 10 3 1 2 3 6 1781 3204 1 8 12 1 1 2 5 1 1 4
0 2244 7 10 6 1 2 3 6 1927 3651 1 8 12 1 1 2 5 1 1 3
0 1990 7 10 3 1 2 3 6 1776 2322 1 8 12 1 1 2 5 1 1 4
0 1928 7 10 6 1 2 3 6 1779 3206 1 8 12 1 1 2 5 1 1 1
0 2260 7 10 6 1 2 3 6 1931 3898 1 8 4 1 1 2 5 1 1 4
0 1990 7 10 6 1 2 3 6 1893 3252 1 8 4 1 1 2 5 1 1 3
0 2237 7 5 3 1 2 3 6 1844 3653 1 8 12 1 1 2 5 1 1 1
0 1964 7 5 6 1 2 3 6 1760 3643 1 8 4 1 1 2 5 1 1 4
