humidity	longitude	latitude	date
86.6	-169.95	4.98	960314
84.1	147.02	4.96	960110
84.3	-179.84	1.99	930407
92.4	-94.92	-0.01	940910
79.4	-94.99	7.95	950102
78.5	-170.03	-0.04	921128
90.4	-95.1	0.04	960807
79.8	-109.93	-8.05	960120
82.5	-124.91	8.12	950107
81.6	164.99	2.05	921211
79.0	-154.97	-4.98	951123
79.7	164.85	0.02	920420
81.3	-124.99	-4.96	950811
87.2	165.01	8.02	960505
77.7	164.38	-1.95	940813
92.0	-109.99	-2.01	940814
86.7	-124.36	0.02	940707
94.5	-94.92	-0.01	940810
80.3	156.19	0.07	971106
84.9	-110.0	-2.01	941205
78.6	-170.04	-0.03	950520
82.7	165.18	-4.98	950328
87.8	-179.94	-4.97	950212
81.0	-124.88	5.33	951101
80.0	-179.79	2.03	971127
79.4	-109.99	-4.98	930325
84.0	164.99	5.05	930205
74.5	-110.15	8.05	960104
81.2	-179.96	-8.0	950327
86.6	-139.84	4.91	970312
89.4	-140.26	9.0	950813
82.2	-139.96	-2.0	940515
78.5	137.02	2.03	920704
81.8	-94.85	5.38	960312
81.6	-155.1	2.02	940215
83.7	-94.95	8.05	980306
82.4	-125.02	1.97	931020
92.6	-154.92	4.99	960415
82.0	-110.08	2.03	920112
81.6	-155.0	-4.99	911203
83.2	-170.04	-0.03	950224
76.6	-155.06	2.01	931031
73.4	-155.05	2.0	921113
75.3	156.15	0.0	970714
83.4	-124.87	5.34	960310
84.4	-109.99	-2.01	911201
87.1	-109.97	5.03	961121
82.2	137.56	6.68	941212
76.2	-170.02	1.97	960923
76.8	-139.94	0.01	960624
76.0	-170.03	-5.0	941115
78.8	-170.01	1.97	960605
90.2	-140.25	8.99	911210
78.5	-124.86	-5.05	920105
74.8	164.99	0.0	921023
77.6	164.99	0.0	931015
82.6	-140.0	2.0	950615
79.2	-139.9	-4.99	950804
78.7	-125.02	-7.98	950514
82.8	-170.01	-2.16	980605
75.3	-110.12	2.04	940628
81.0	-179.85	0.0	971028
84.7	-140.31	8.96	971019
78.2	-179.95	-5.0	950602
81.4	-179.86	0.0	971008
69.5	-170.05	-2.16	930118
80.1	165.0	5.03	950328
81.7	-139.93	0.01	980217
79.3	-169.99	4.99	920901
84.4	-124.93	-2.04	961209
72.3	-124.38	-0.25	961006
86.7	147.07	1.92	921227
88.3	-140.27	8.99	930305
80.1	164.84	0.02	920223
80.0	-139.85	4.92	980323
84.7	164.38	-1.95	931229
75.8	-139.96	-2.0	941127
76.1	-179.87	0.0	971116
81.8	-154.96	-4.99	950105
74.3	-139.96	-2.01	970719
82.4	-170.01	-8.01	921008
84.6	-179.91	5.0	950124
83.1	-179.88	4.99	970222
90.2	-94.98	-2.0	940401
81.7	-139.93	0.01	980119
78.8	-170.02	2.0	940621
83.6	-154.98	-4.99	920213
84.7	-140.24	9.0	951105
79.1	-169.99	4.99	941201
84.1	-109.99	-4.97	930827
73.2	-125.01	-7.97	980116
85.2	-170.05	8.01	970510
91.8	156.02	-4.99	921014
78.3	146.99	0.01	970901
85.4	-170.02	-5.0	941212
76.8	-170.05	1.98	950911
76.6	-125.09	1.95	950612
81.8	-179.88	7.99	951205
73.8	156.07	5.0	961009
79.0	-95.14	-4.97	971106
88.7	-110.11	2.03	950110
79.8	-124.89	-4.98	940703
81.8	-170.04	-0.02	950611
81.1	-154.92	5.0	970106
79.3	164.99	2.06	920828
86.7	-179.88	4.99	940329
74.6	156.08	-2.0	971010
90.0	-125.06	1.98	970228
80.5	164.99	-7.99	911109
88.9	156.03	0.01	920518
80.4	-170.06	-8.01	960629
89.2	-95.19	-1.97	980617
88.3	-139.96	-2.01	950907
79.5	-139.99	0.03	940825
83.9	164.99	5.05	961212
73.1	-154.96	-8.29	951129
82.9	-140.18	0.05	901124
82.8	165.01	5.04	931119
82.4	165.0	2.01	940822
80.2	164.99	5.03	960101
78.5	-155.03	2.01	920825
92.5	-110.02	-4.99	940506
80.5	-125.01	8.03	970104
75.0	155.95	-1.91	980111
86.0	-109.96	5.02	961214
80.4	-179.95	-8.0	940530
72.6	164.38	-1.96	940613
82.8	-154.87	5.01	911029
78.8	-109.99	0.02	971214
88.6	-110.01	-4.98	961028
82.0	-124.91	-5.03	930908
90.6	-110.13	8.04	931108
80.5	-170.03	-2.18	930613
80.1	-170.04	8.0	930616
87.6	-170.02	-0.03	950408
82.1	-124.88	-2.1	941107
83.2	164.37	-1.93	941009
82.8	147.03	4.96	951119
82.0	-140.0	5.02	920124
78.2	-154.93	2.06	960513
76.0	-170.02	-5.0	950618
76.5	147.02	4.95	951104
72.9	-155.01	2.0	940823
77.1	146.98	0.0	980211
76.7	-179.89	-2.0	940630
85.9	-170.05	-0.04	940225
82.9	-154.97	-4.99	950506
84.9	164.85	-8.04	970313
75.8	-95.02	1.97	930401
80.9	156.0	7.99	970708
88.8	-95.03	-1.97	980527
80.4	-125.01	-7.98	960218
88.0	-110.01	0.01	950801
84.4	-169.99	-5.02	930205
75.0	-125.0	1.95	930730
73.9	165.0	0.01	970616
91.0	-110.05	8.04	920514
83.8	-125.0	8.03	970805
82.8	-139.96	-2.0	950527
84.4	165.07	8.04	940513
77.3	155.99	0.0	940531
75.0	-179.8	2.03	980321
73.8	-179.95	-4.99	950623
82.4	-170.04	-2.16	920724
74.8	-170.05	8.0	980319
70.2	164.38	-1.94	940713
81.1	-110.11	2.03	940102
78.1	160.55	-0.02	920920
80.9	-140.32	8.97	980427
70.2	-94.85	5.38	951014
82.3	-139.93	0.0	900716
82.0	164.99	5.05	931107
78.1	147.01	1.99	910320
79.6	165.18	-4.98	941219
76.7	-109.87	4.99	951003
87.4	-95.01	-4.99	940920
79.7	-170.02	1.97	960709
72.9	-140.03	1.97	940725
88.4	-124.88	5.11	961102
77.8	-179.86	5.0	961229
80.9	164.13	-4.71	931101
91.3	-170.02	-8.01	950817
77.0	165.03	1.98	920118
82.6	156.03	0.01	920725
77.1	155.93	-2.0	980401
80.8	-95.19	-4.99	950829
89.8	-154.97	0.03	920805
82.8	155.99	-2.0	970418
75.9	-179.9	0.04	940902
86.1	-110.17	8.04	970618
80.5	-95.09	-5.01	961011
95.3	-139.96	-1.99	960218
81.5	-139.97	0.03	940614
80.4	-170.05	-8.01	961201
82.4	-110.04	8.03	911121
90.7	-140.27	9.0	960406
81.6	-154.94	5.0	950621
78.6	-169.97	4.99	930920
76.6	-155.04	2.0	921026
78.7	147.08	0.3	971213
87.6	-110.1	2.04	960404
77.4	-125.07	1.95	941223
79.8	-170.0	-4.99	970211
82.7	-140.04	0.01	910602
78.8	156.02	0.0	930516
83.0	165.02	2.0	950818
83.2	-140.26	8.99	910909
76.7	-179.87	7.99	950914
77.6	147.0	2.0	960921
82.8	-95.17	-4.95	980104
87.3	-125.02	8.03	950419
86.3	-154.98	0.0	960629
85.2	137.01	2.04	920506
78.2	-179.86	-7.99	970817
79.7	-155.01	0.02	950519
83.6	-154.99	7.98	971225
77.0	-141.61	-2.08	920330
85.8	-109.97	-0.02	930601
73.6	-110.0	-1.98	971104
83.8	-109.97	5.06	940814
82.4	-110.05	8.03	911205
84.0	-124.95	5.11	920404
85.9	156.01	2.0	930425
87.2	-170.06	-2.26	971024
82.1	-179.78	2.02	971209
73.8	-155.0	0.01	940720
83.8	-179.82	0.04	980105
88.5	-95.2	-4.99	960121
88.0	-170.0	7.99	950806
71.3	-154.97	-4.99	931128
87.2	-124.9	-4.99	950214
82.8	-179.94	-8.01	940609
75.1	-109.9	4.99	951017
83.4	-109.99	-5.0	940610
94.0	-95.14	0.01	961004
80.3	-179.98	-2.01	971015
79.3	-170.04	-8.0	921125
90.8	-94.92	-0.02	940712
74.9	-109.97	5.06	940922
78.2	165.03	2.0	950611
89.4	-96.1	-0.3	951118
77.5	-125.01	-7.97	980127
79.1	-179.87	-1.95	940120
91.9	-109.97	0.01	950907
73.8	164.35	-1.93	960920
72.3	-154.96	1.99	970106
83.9	-169.97	4.99	941219
87.8	156.16	0.06	980223
80.1	-139.97	-2.0	950814
78.2	-170.01	-2.16	940719
69.3	-179.85	-7.99	971107
69.6	165.16	-4.98	951016
77.0	-124.89	-4.99	941010
77.5	147.07	4.97	970204
83.6	146.93	0.03	970116
78.9	-155.07	2.0	930917
89.5	-110.13	8.06	951010
76.9	-169.99	-4.99	970515
80.8	-95.09	-8.02	960624
77.3	164.4	-1.94	951203
76.9	164.39	-1.95	960324
78.7	164.34	-1.92	970224
82.7	-110.12	8.05	950726
99.2	164.97	-7.98	930923
81.4	-124.9	-4.99	940901
81.3	-170.03	-5.0	950109
83.5	-170.02	1.96	960125
88.3	-140.27	8.99	920515
79.6	-154.98	0.0	961116
81.3	-170.04	-8.02	930601
80.5	-110.01	-4.99	941125
81.5	-110.75	2.0	970704
71.7	-179.96	-5.0	951019
71.8	-140.01	1.98	941013
83.7	-140.26	9.0	940422
78.7	-155.02	2.0	950511
76.6	-154.95	-8.26	921020
80.0	-139.91	-5.01	950921
80.2	-169.97	4.97	980425
79.7	-140.01	1.97	941204
83.4	156.01	2.02	941017
81.5	-95.13	-4.97	971110
82.0	-139.99	5.03	940918
78.4	165.21	-5.0	970222
82.9	-154.93	4.99	980317
94.6	-109.97	5.06	941020
78.9	-170.03	8.0	950416
82.6	-139.85	4.98	951002
84.6	-154.96	4.99	980616
86.5	-110.1	2.08	980602
85.2	-95.0	-5.0	940915
84.5	-179.87	0.03	940426
77.5	-179.9	-5.03	970321
80.5	164.99	2.06	930309
80.1	-155.02	-1.97	970422
79.3	-94.94	8.06	970127
94.7	-94.94	8.05	951008
78.1	-154.99	-5.02	930207
82.0	147.02	4.96	960111
78.2	156.16	0.01	961226
89.8	-154.88	5.01	920319
68.2	-124.35	-0.19	960927
77.8	-124.99	7.99	930914
76.7	164.97	2.0	961016
79.5	165.0	0.0	930616
91.8	165.0	5.03	940524
74.3	-139.96	-2.01	970804
75.4	-154.96	-8.26	920528
82.4	157.5	-0.01	930917
88.7	-170.03	-0.04	980116
90.9	-169.95	4.97	960316
78.1	165.0	0.01	970829
78.2	-124.98	-8.01	931213
85.5	147.02	4.97	930923
87.2	165.08	8.1	930801
79.0	-110.87	2.08	980108
64.7	156.03	8.03	950127
84.0	164.99	8.0	921216
77.0	-155.04	2.01	921027
75.0	-109.99	-5.0	920416
85.7	165.08	7.99	970712
72.8	-179.89	-4.98	940204
82.8	-94.94	8.06	951029
86.8	-179.85	1.99	940110
80.1	-109.93	-8.05	971001
68.8	-154.92	4.99	920917
88.7	-110.14	8.05	960222
81.3	-169.93	4.98	930218
93.9	-95.01	-1.99	961111
81.7	-124.96	5.08	950207
78.7	-179.96	-5.02	970705
77.8	-110.14	8.06	950923
82.4	156.05	4.99	950318
81.9	-139.98	0.04	940807
79.9	-95.08	-5.03	970524
71.6	156.1	5.0	980228
84.0	156.0	4.99	930526
81.7	165.18	-4.99	940807
88.7	-124.9	-2.05	920711
76.9	-154.95	4.98	980318
81.4	-179.85	-7.98	971023
79.9	-140.0	0.02	930819
81.7	-155.01	0.01	920924
82.5	-179.83	-1.99	971206
78.8	-125.08	1.97	940610
85.3	-139.99	0.03	940303
84.6	-95.09	-8.02	950804
79.4	-155.0	1.99	940611
89.7	-169.94	4.97	950624
83.3	-109.98	-2.02	911213
74.4	-95.01	-5.0	940706
82.7	-170.0	8.0	941211
81.7	-155.0	-1.98	950412
80.5	156.0	5.0	930303
86.4	-124.35	0.02	940329
82.0	165.03	5.02	980218
76.6	165.0	7.99	921017
81.4	156.01	2.0	970930
97.6	-95.15	0.02	960919
75.6	-139.9	-4.99	970112
78.4	-139.93	0.02	960708
80.5	-124.88	-5.03	920913
78.2	-110.13	8.06	951005
86.4	-140.33	8.96	970715
76.2	-109.99	-5.0	911126
77.7	160.55	-0.02	921218
74.2	-170.01	-5.0	931204
82.7	-110.77	2.0	970815
91.3	-95.01	1.99	941214
78.6	-154.94	4.98	980426
77.8	165.02	8.02	951110
69.3	-179.89	-1.99	941021
81.1	-169.97	4.98	940220
78.0	-94.98	0.11	980211
84.0	-170.03	7.99	930213
86.7	-179.88	0.03	940419
73.8	-154.91	5.01	921026
80.6	164.98	2.0	970416
81.5	-110.0	-4.97	940407
74.6	-170.04	-0.03	960602
79.7	137.02	4.97	930526
71.7	-170.03	-0.03	941206
77.5	148.84	5.21	970424
82.6	-170.0	8.0	951117
80.5	-110.03	-4.98	961130
79.7	-169.98	-5.04	930416
76.0	165.21	-5.0	970226
77.0	-124.94	-5.0	931021
82.6	-95.09	-8.02	950915
87.4	-169.95	4.99	951009
78.2	-95.1	-8.02	950703
76.6	-154.99	-5.01	960713
73.8	147.05	4.95	961116
91.3	-169.95	4.97	960607
76.1	-170.05	-0.03	950123
79.6	-124.98	5.03	930528
73.1	-95.03	-7.98	941024
89.8	165.0	5.03	940525
88.2	-95.34	2.08	960119
68.8	-154.98	-4.97	940528
88.2	-94.96	-1.99	930629
75.8	-140.04	5.05	901210
80.8	-179.8	2.03	980515
74.6	-170.04	-0.02	951020
90.9	165.01	8.02	950906
77.9	-124.98	-8.01	940903
83.0	-139.93	0.02	970514
83.5	-95.09	-5.03	950409
77.3	-155.01	0.01	920906
82.9	-109.99	-4.97	971207
86.7	147.03	2.0	950202
78.9	-179.86	-7.97	971208
78.4	-139.96	5.01	950602
85.1	147.08	0.0	940504
82.1	-94.95	8.05	960301
81.9	-170.03	-0.02	980424
81.0	-124.34	-0.19	960807
71.4	-154.97	-2.0	980430
80.9	137.02	2.03	920925
79.6	-139.85	4.91	980217
90.7	-110.14	8.06	960113
87.5	156.01	5.0	930916
83.9	-125.05	1.95	980403
76.3	-95.01	1.97	950314
81.6	-109.99	-2.01	930114
79.4	-170.03	1.97	940303
79.1	-169.94	4.97	971012
77.1	-125.02	-7.97	971214
81.5	156.02	0.01	930602
90.2	-139.84	4.9	961210
84.6	-179.85	2.0	940309
83.3	-110.41	2.1	960919
75.4	-125.08	1.92	920116
79.2	-170.03	-0.02	970113
77.6	-179.88	-4.97	930817
75.0	160.55	-0.03	921112
76.4	-95.09	-8.02	961205
81.9	-139.96	-2.02	980228
73.1	-154.94	5.01	951006
72.1	-170.0	-4.99	961029
74.6	164.99	5.03	960317
93.5	-94.99	-2.0	930728
79.3	-170.04	-0.04	930813
77.4	-124.94	-5.02	971122
77.1	165.08	8.04	940318
72.7	-154.96	-8.26	930220
74.2	-154.99	-5.0	910920
79.8	165.06	7.99	980528
80.3	-179.84	1.99	930620
84.4	-154.9	4.99	921011
86.5	-155.0	7.97	960211
74.9	-155.01	2.0	950513
90.4	142.96	-0.01	940303
78.4	156.03	0.0	931230
83.3	-179.89	8.0	940717
73.4	-155.01	7.95	941220
81.9	-95.09	-8.03	960818
75.8	-179.91	4.99	950724
83.2	-109.99	-2.01	931113
75.6	146.99	1.99	940111
75.8	156.0	-2.0	960904
76.2	-140.27	9.0	920809
84.8	157.52	-0.01	931117
77.7	-94.98	0.12	980306
75.4	-170.02	-8.02	970105
85.2	156.01	2.0	940121
82.5	-110.11	2.03	960129
82.4	-110.09	2.03	920320
77.8	-169.94	1.98	961206
73.6	155.99	0.0	940712
73.8	-110.0	-5.01	920923
80.4	137.02	2.03	940528
74.6	156.21	2.08	971230
85.3	-124.95	-1.99	960122
79.8	-155.06	2.01	930612
82.8	156.01	-2.0	970625
78.9	-154.99	-8.27	940618
73.8	-110.19	2.05	921108
92.4	-140.34	8.95	980508
77.6	-140.02	1.96	940702
69.7	-170.02	2.01	940731
83.2	164.43	-1.92	971224
81.4	-170.04	-0.03	960224
85.6	-109.98	0.01	961015
73.7	156.16	0.01	950911
71.3	-154.97	-8.28	961120
87.2	165.18	-4.98	940809
89.8	-95.1	-8.02	960211
81.3	-110.15	2.04	910424
77.6	-110.17	8.05	970613
95.5	-94.97	-2.0	940615
79.4	-109.93	-8.05	950521
86.4	-109.93	-8.05	971223
71.8	-169.99	-5.01	970818
88.8	-109.98	0.01	950813
88.3	156.01	-1.98	930509
82.9	-94.96	8.05	960209
72.1	165.03	0.0	941007
87.0	-170.02	1.96	940516
82.1	-154.99	-5.01	960706
84.5	-154.99	7.95	970729
86.0	-124.92	-2.03	961115
80.3	146.92	0.04	961105
88.9	-179.88	0.08	980418
80.1	-170.02	-2.16	960110
83.4	-139.95	0.02	950901
82.5	-110.03	-4.99	961121
84.4	-95.03	1.97	930710
81.3	-94.99	1.99	940817
83.3	165.2	-5.0	980215
75.4	164.84	0.03	920209
78.3	-94.99	1.98	951017
85.1	-109.97	5.02	970807
82.8	-140.0	-1.97	921023
77.7	-154.96	-5.01	921106
80.1	-110.0	-0.01	931022
66.1	-170.02	-2.16	941206
78.7	-140.0	5.02	931217
79.6	-125.01	-7.97	980121
82.0	156.01	-1.98	930711
82.1	156.05	5.0	960419
83.4	-110.1	2.04	940403
83.4	-109.95	4.99	961024
80.5	-154.97	-8.28	970215
76.3	-170.06	-8.01	960923
83.3	-95.09	-8.02	961103
80.2	-169.92	1.99	970615
79.7	157.51	0.0	921130
81.2	-139.9	-5.0	950106
76.1	-125.02	-7.98	950731
81.3	-141.26	-2.05	920323
79.1	-94.97	0.09	971021
67.0	-179.97	-8.0	951028
86.3	-140.05	5.05	910204
78.7	156.02	8.08	980227
86.3	156.02	-5.0	940904
86.0	-170.0	8.0	951106
76.0	-170.03	-2.16	950204
90.4	-110.0	0.01	950426
79.4	-125.02	-7.97	970617
80.2	-110.11	2.04	940828
78.8	-170.02	-5.0	950224
83.4	-179.84	1.99	930707
82.0	-139.9	-5.01	951225
79.5	-170.06	-8.01	960627
80.9	164.84	0.03	920302
79.0	164.99	5.04	970325
85.3	-179.95	-7.99	951129
76.2	169.98	0.06	921104
82.0	-124.33	-0.22	910709
83.3	-170.02	-2.17	970514
81.6	-139.94	-2.02	961119
78.9	-170.01	-2.16	960702
83.4	-154.99	-5.01	960701
87.2	-140.24	9.0	940301
83.6	-140.05	0.02	910830
87.9	-140.27	8.99	930313
75.2	-139.91	0.02	951130
88.3	-154.88	4.99	920404
78.4	164.84	-8.04	960913
76.7	-170.01	-2.16	941124
82.1	-139.93	0.02	970612
77.6	147.0	2.0	940216
85.8	-109.99	-4.98	980430
82.5	-169.98	4.99	930605
82.0	165.0	0.0	930803
78.1	156.01	2.01	940131
75.0	-154.97	-8.28	970723
80.5	-139.96	-4.97	920710
74.6	-170.04	-0.03	951102
87.0	-125.0	7.99	940303
72.8	-154.99	-8.28	961023
79.6	156.06	4.99	941029
79.7	164.97	-8.0	911101
75.4	-170.02	1.97	961018
68.8	-154.96	5.01	951002
85.9	147.02	4.96	930703
88.1	136.99	2.01	950314
80.5	157.51	-0.01	931007
78.6	-139.85	4.9	960617
79.8	165.01	1.99	950902
83.7	-170.03	8.02	970115
79.3	-124.9	-2.04	911106
80.1	-124.34	-0.22	911115
77.4	-170.02	-2.18	931119
98.3	-96.05	-0.32	960411
95.3	-124.96	-2.0	960817
77.8	-179.91	5.0	951230
87.4	-94.85	5.38	950828
72.3	170.0	0.05	921120
81.9	156.22	4.99	970618
76.7	-154.91	5.0	961224
83.9	156.06	5.0	940718
79.3	164.98	8.07	901017
85.7	-95.11	-8.01	980201
70.8	137.68	6.79	961007
78.0	137.02	2.03	950109
94.3	-110.0	-2.01	940730
81.6	-170.03	-8.01	930812
88.7	-140.0	-1.97	930923
83.2	-170.03	-0.03	941226
88.4	-169.93	2.0	970821
79.9	-169.97	4.99	931212
77.3	156.01	-4.99	921208
87.7	-140.33	8.95	980104
76.8	-179.88	-4.98	930629
79.6	-170.04	8.0	961227
78.5	-154.91	5.01	921128
76.6	-179.86	4.99	960907
86.4	137.02	2.03	950124
80.2	-125.03	1.95	971218
73.1	-109.93	-8.05	950501
81.3	-109.99	-4.98	930801
78.2	-155.01	0.01	920826
75.8	-154.99	-1.97	941027
75.8	156.22	2.08	980102
85.9	-140.01	1.97	950313
81.0	-179.88	-4.96	931021
92.2	-140.04	5.05	910306
76.3	-140.07	-2.04	900111
78.0	-170.01	8.02	960128
79.3	156.03	-5.01	950114
79.8	-140.26	9.0	930527
87.9	-109.96	5.04	961231
80.1	164.69	-2.01	920809
79.7	164.96	-7.98	921127
74.2	156.05	5.0	940413
80.3	-179.98	-2.0	970312
73.5	165.2	-5.0	971013
73.9	-179.88	0.04	940923
82.0	-95.03	-1.97	980410
74.2	-139.99	2.0	930621
80.9	-170.01	1.96	960323
91.3	-95.0	2.0	941128
81.8	-154.97	-4.99	950824
84.0	-109.99	-4.99	920319
86.4	-139.97	-2.02	980614
82.9	-124.95	5.08	950407
86.4	-154.93	5.0	960507
85.5	-125.29	1.97	951009
83.2	-155.01	-1.97	970508
82.2	-110.11	2.03	950530
91.9	-124.91	-2.01	940412
87.3	-125.08	1.97	961123
80.1	-94.93	8.06	961029
75.6	-124.91	8.12	940805
73.9	-125.01	8.03	970320
77.7	-109.93	-8.05	980117
84.5	164.84	-8.04	970610
78.4	-139.96	-2.03	961113
74.5	156.15	0.0	970702
86.7	-124.95	5.1	920711
88.9	-95.17	-4.99	950706
83.6	-110.14	8.04	940205
76.3	-155.01	0.01	921107
78.8	164.42	-1.92	980424
81.0	-179.92	4.99	951117
82.8	-110.13	8.04	940814
97.0	164.97	-7.97	930904
84.7	-94.89	5.03	971204
80.3	-124.99	7.99	930918
80.3	-94.95	5.03	980316
81.9	-170.04	1.96	931223
79.4	147.09	0.0	940515
67.8	-170.04	-0.02	951023
80.9	-154.97	0.03	920724
78.5	-124.88	-5.05	920521
86.0	-170.04	8.01	970311
80.1	165.0	8.0	921013
83.1	-179.85	5.0	970122
70.3	-110.08	2.03	911114
78.8	-109.98	-4.97	950616
77.8	-125.1	1.96	950716
88.9	-110.14	8.05	950530
84.8	-95.14	-4.97	970824
79.7	-110.0	-5.0	910909
83.3	-170.02	-2.16	970220
78.9	-154.98	-2.0	980503
80.2	-155.0	0.0	940525
81.5	-94.89	5.02	970810
80.7	-110.74	2.0	970423
77.0	-154.87	5.0	910815
77.0	156.02	-5.0	921006
73.4	-154.95	-5.0	930904
85.9	-110.07	2.03	920301
90.3	-139.96	-2.01	940130
70.3	-139.97	-4.97	921201
81.5	-125.09	1.96	950821
85.1	-110.14	8.05	950227
77.7	-154.9	4.99	930107
85.9	-154.98	0.03	920307
74.2	-94.95	8.05	960319
91.2	-170.03	8.01	971204
87.1	-139.99	0.03	920818
85.2	-124.9	-2.03	920913
76.0	164.4	-1.94	960103
74.9	156.14	0.01	960922
92.2	-95.3	-1.9	970815
82.4	156.01	2.0	930919
82.3	-95.09	-8.01	971128
78.6	-110.0	-0.01	931018
77.2	-155.07	2.01	930617
82.5	-110.1	2.04	950217
77.3	-169.99	-4.99	960826
75.7	-109.99	-4.98	971123
85.5	-94.89	5.02	971022
77.4	-124.99	5.05	931207
75.4	165.03	1.98	920120
79.7	-179.86	2.0	951121
84.3	155.99	8.0	970827
82.0	-124.89	-2.03	971126
79.7	146.98	1.98	920515
81.5	-140.25	9.0	951213
74.1	-155.02	-1.97	931204
87.1	165.07	8.05	940503
83.4	-109.97	5.07	941005
73.8	-170.05	-2.14	920819
83.5	-124.96	-5.02	960916
82.4	-179.89	-5.03	970317
82.1	-124.97	5.04	930722
85.7	156.05	5.0	960613
79.4	164.99	0.0	970912
92.1	-170.02	1.97	980311
83.5	-94.99	1.97	961025
87.6	-154.99	8.01	950426
91.8	-125.0	7.99	931111
93.1	-94.9	5.02	970911
87.7	164.94	2.0	980210
77.7	-139.93	-5.0	931011
82.8	-95.0	1.98	940522
84.9	-170.02	1.96	930513
89.5	156.01	-1.98	931113
88.5	-170.04	-8.01	950504
92.7	-94.96	8.05	951101
87.2	-109.97	-0.02	930617
73.3	165.21	-4.99	980501
82.2	-170.05	8.01	970713
90.5	-154.92	4.99	970509
85.4	-154.91	4.98	970322
78.9	-110.0	-2.0	941009
82.6	-125.01	-7.97	980410
81.3	164.99	5.05	930914
83.0	-155.07	2.01	930323
77.0	-154.99	-2.02	911007
81.0	-155.01	0.01	930617
75.7	-170.03	-2.15	960224
85.5	156.0	8.0	960330
80.7	156.2	0.07	971217
71.1	-179.88	-2.0	940627
85.8	-109.92	0.0	960524
75.5	166.47	-0.06	930103
92.3	-124.89	-2.02	940415
87.8	-94.98	7.96	941111
77.7	-170.04	-8.0	930830
94.5	-169.94	4.99	960625
82.5	-179.85	2.0	930613
74.9	-154.98	0.0	940717
85.9	164.99	5.05	930706
94.7	-95.01	-1.99	950828
86.0	-140.26	9.0	940123
90.3	-125.0	7.98	940427
88.3	-140.24	9.0	951216
68.0	156.08	1.99	951109
81.6	-139.99	-1.98	920926
84.3	-139.99	0.02	950225
85.0	156.01	2.03	940721
79.5	-179.86	-1.99	980126
68.8	169.99	0.04	920918
74.3	-124.35	-0.2	970903
82.6	-154.99	-4.99	971128
79.3	156.01	2.0	910928
75.8	-170.04	-2.17	921014
74.9	-170.03	-2.16	960123
72.7	-154.98	-4.96	940727
86.6	-109.99	-2.02	961101
70.0	165.16	-4.99	950804
80.3	-169.96	4.97	971125
75.3	-179.94	-4.99	940630
91.0	165.0	8.0	930104
70.0	-179.93	-1.99	961104
90.0	-170.01	-0.03	980609
85.3	164.85	-8.04	970305
81.3	-155.02	-0.01	970110
80.4	-139.94	0.03	970521
78.8	-139.95	-2.01	961105
77.5	155.99	-5.01	971016
85.8	-179.94	-8.01	940828
81.5	-170.02	7.99	950116
80.8	-170.06	-8.02	960902
90.9	-169.94	4.98	960531
75.8	-154.95	-5.01	930803
73.4	156.0	-2.0	961013
82.8	-109.99	-5.0	911130
77.3	165.01	8.0	920314
80.9	164.98	2.06	930328
68.0	-154.99	-4.98	940429
75.7	156.14	0.0	961213
86.3	165.01	8.0	930120
74.9	-169.99	-5.0	961228
80.2	-170.06	8.01	980414
80.6	-179.88	-1.99	941207
82.4	-179.91	0.0	970224
79.8	164.97	2.0	970623
86.7	136.99	4.99	960420
73.5	-124.32	-0.23	960929
92.1	-95.0	2.0	950110
74.7	-125.08	1.95	940630
78.5	-169.99	-5.01	980616
75.1	-170.06	-8.01	960721
72.4	-139.91	-4.99	961205
80.0	-139.92	0.02	950912
78.0	-109.95	-8.01	940821
77.9	-170.06	-8.01	960814
86.0	-125.01	8.03	971031
83.4	-170.02	8.03	960531
96.2	-95.09	-8.02	960306
79.3	156.05	8.03	951004
85.7	-147.17	6.98	900105
77.2	-139.92	0.0	951026
80.1	-110.1	2.03	931001
81.8	156.01	2.0	970831
85.3	142.97	0.0	940213
79.0	-140.04	0.01	910525
75.8	-179.88	8.0	961001
86.1	-140.01	0.02	920812
84.6	-140.25	9.0	930828
72.2	147.04	4.94	961012
77.3	-139.97	0.03	940816
83.9	-155.02	0.01	931227
82.5	-179.79	2.01	971211
89.5	156.01	2.02	950207
80.7	-109.99	-4.97	930504
87.1	-140.01	5.03	940221
72.8	-124.99	1.96	930617
84.5	-155.07	2.01	930402
76.6	-139.9	-5.0	950203
72.6	-179.91	5.0	960602
80.8	-95.09	-8.02	961118
86.5	-170.03	-0.04	930630
75.4	-170.06	-2.16	921021
74.9	-125.01	-7.97	971116
83.4	-154.91	5.0	970226
81.6	-155.0	7.95	970214
97.0	164.82	-8.03	971007
85.2	-109.93	-8.02	930902
79.9	-110.11	2.03	960316
71.0	-154.98	-2.0	970624
72.8	-139.96	-2.0	941026
80.6	-170.04	-0.02	960307
70.0	165.0	0.01	950508
86.3	165.01	8.0	930217
81.1	-179.88	7.99	951005
75.8	-109.99	-2.01	911101
86.2	-110.01	-4.99	970429
83.1	-154.99	7.98	960830
80.5	-170.02	1.99	930127
79.7	156.01	-4.98	921224
77.4	-154.94	2.05	960619
81.3	-140.26	8.98	910728
76.5	-170.03	-2.16	951214
91.2	-95.0	1.98	970918
85.8	156.01	2.02	941011
84.8	-154.94	5.0	950403
93.1	-95.01	-2.0	961122
