"x" "y" "cru5_precip_hd_61-9012"
"112047" 43.25 12.25 0.200000002980232
"84798" 98.75 31.25 0.100000001490116
"64198" -121.25 45.25 3.90000009536743
"40812" 65.75 61.75 1
"173452" 145.75 -30.25 1
"202539" -70.75 -50.75 0.5
"32352" 155.75 67.75 0.5
"82542" 50.75 32.75 1.39999997615814
"65913" 16.25 44.25 4.09999990463257
"138190" 154.75 -5.75 6.59999990463257
"38829" 154.25 63.25 0.600000023841858
"157925" -57.75 -19.75 5.09999990463257
"129086" -77.25 0.25 8.10000038146973
"13433" 56.25 80.75 0.600000023841858
"130570" -55.25 -0.75 3.90000009536743
"59465" 32.25 48.75 1.5
"59988" -66.25 48.25 3.29999995231628
"165278" 18.75 -24.75 0.5
"119936" 27.75 6.75 0.100000001490116
"21430" 94.75 75.25 0.5
"120694" 46.75 6.25 0.100000001490116
"30858" 128.75 68.75 0.300000011920929
"31087" -116.75 68.25 0.300000011920929
"144400" 19.75 -10.25 6.30000019073486
"81812" 45.75 33.25 1.20000004768372
"148032" 35.75 -12.75 7.69999980926514
"74327" -96.75 38.25 1
"146441" -39.75 -11.75 2.90000009536743
"50901" 70.25 54.75 0.5
"47024" -68.25 57.25 1.39999997615814
"77878" -121.25 35.75 4.19999980926514
"30213" 166.25 69.25 0.400000005960464
"172712" 135.75 -29.75 0.400000005960464
"16238" 18.75 78.75 2
"19694" -53.25 76.25 1.10000002384186
"81509" -105.75 33.25 1.39999997615814
"28134" -153.25 70.25 0.200000002980232
"144961" -59.75 -10.75 9.5
"16808" -56.25 78.25 1.10000002384186
"155447" 143.25 -17.75 4
"192467" -66.75 -43.75 0.400000005960464
"41497" 48.25 61.25 1.5
"27494" -113.25 70.75 0.100000001490116
"141357" -61.75 -8.25 9.30000019073486
"32235" 97.25 67.75 0.699999988079071
"105692" 105.75 16.75 2.79999995231628
"49382" 30.75 55.75 1.60000002384186
"153640" -40.25 -16.75 4.40000009536743
"174847" 123.25 -31.25 0.5
"71425" -107.75 40.25 1.29999995231628
"29311" 75.25 69.75 0.800000011920929
"32294" 126.75 67.75 0.400000005960464
"35428" -106.25 65.25 0.300000011920929
"30525" -37.75 68.75 3.20000004768372
"38735" 107.25 63.25 0.600000023841858
"142067" -66.75 -8.75 8.69999980926514
"11724" -78.25 81.75 0.699999988079071
"65903" 11.25 44.25 2.20000004768372
"84121" 120.25 31.75 1
"38574" 26.75 63.25 1.10000002384186
"72913" -83.75 39.25 2.5
"58115" 77.25 49.75 0.5
"39981" 10.25 62.25 1.29999995231628
"33056" 147.75 67.25 0.400000005960464
"50035" -2.75 55.25 4
"137086" -37.25 -5.25 0.800000011920929
"91953" 76.25 26.25 0.100000001490116
"33286" -97.25 66.75 0.200000002980232
"26196" -42.25 71.75 2.09999990463257
"36576" 107.75 64.75 0.5
"60175" 27.25 48.25 1.20000004768372
"142960" 19.75 -9.25 6.09999990463257
"160495" 147.25 -21.25 3.5
"26200" -40.25 71.75 2.29999995231628
"66460" -70.25 43.75 3.70000004768372
"172317" -61.75 -29.75 4.09999990463257
"16822" -49.25 78.25 1
"153977" 128.25 -16.75 3
"86847" 43.25 29.75 0.200000002980232
"36645" 142.25 64.75 0.200000002980232
"30289" -155.75 68.75 0.200000002980232
"75739" -110.75 37.25 0.5
"34404" 101.75 66.25 0.5
"166745" 32.25 -25.75 2.90000009536743
"33917" -141.75 66.25 0.100000001490116
"45847" 63.25 58.25 0.800000011920929
"25496" -32.25 72.25 2
"73923" 61.25 38.75 0.5
"17670" 14.75 77.75 1.60000002384186
"127858" 28.75 1.25 2.20000004768372
"72167" -96.75 39.75 0.800000011920929
"21906" -27.25 74.75 1.5
"52719" -100.75 53.25 0.699999988079071
"16027" -86.75 78.75 0.200000002980232
"75725" -117.75 37.25 0.600000023841858
"72835" -122.75 39.25 5.5
"84748" 73.75 31.25 0.400000005960464
"82449" 4.25 32.75 0.400000005960464
"38760" 119.75 63.25 0.5
"23216" -92.25 73.75 0.200000002980232
"118487" 23.25 7.75 0.100000001490116
"78269" 74.25 35.75 0.800000011920929
"80363" 41.25 34.25 0.800000011920929
"30006" 62.75 69.25 0.699999988079071
"30851" 125.25 68.75 0.5
"79652" 45.75 34.75 1.79999995231628
"29420" 129.75 69.75 0.400000005960464
"86759" -0.75 29.75 0.200000002980232
"47222" 30.75 57.25 1.5
"45111" 55.25 58.75 1.5
"43137" 148.25 60.25 0.699999988079071
"58777" 48.25 49.25 0.800000011920929
"104837" 38.25 17.25 0.699999988079071
"170151" -64.75 -28.25 3
"177029" 134.25 -32.75 0.5
"31596" 137.75 68.25 0.200000002980232
"36056" -152.25 64.75 0.600000023841858
"119036" -62.25 7.25 2.40000009536743
"184256" 147.75 -37.75 2.29999995231628
"151426" -67.25 -15.25 7.80000019073486
"45150" 74.75 58.75 0.899999976158142
"45273" 136.25 58.75 0.5
"64193" -123.75 45.25 8.80000019073486
"40154" 96.75 62.25 1
"33542" 30.75 66.75 1.20000004768372
"58868" 93.75 49.25 0.300000011920929
"176621" -69.75 -32.75 0.300000011920929
"126439" 39.25 2.25 1.10000002384186
"144255" -52.75 -10.25 9.60000038146973
"50964" 101.75 54.75 0.600000023841858
"97640" 39.75 22.25 0.300000011920929
"153619" -50.75 -16.75 9.5
"91270" 94.75 26.75 0.600000023841858
"172333" -53.75 -29.75 4.30000019073486
"19741" -29.75 76.25 1.29999995231628
"132896" 27.75 -2.25 5.5
"56293" -113.75 50.75 0.5
"18241" -59.75 77.25 1.10000002384186
"80288" 3.75 34.25 1.10000002384186
"55897" 48.25 51.25 1.29999995231628
"29579" -150.75 69.25 0.200000002980232
"117074" 36.75 8.75 0.400000005960464
"66690" 44.75 43.75 1.10000002384186
"37039" -20.75 64.25 3.20000004768372
"73078" -1.25 39.25 1.10000002384186
"41546" 72.75 61.25 1
"139890" -75.25 -7.25 5
"156138" 128.75 -18.25 2
"61657" 48.25 47.25 0.5
"32224" 91.75 67.75 1.10000002384186
"94842" 80.75 24.25 0.400000005960464
"72858" -111.25 39.25 1.10000002384186
"121343" 11.25 5.75 0.100000001490116
"63513" -103.75 45.75 0.400000005960464
"83177" 8.25 32.25 0.400000005960464
"130951" 135.25 -0.75 7.80000019073486
"53796" 77.75 52.75 0.5
"78214" 46.75 35.75 1.70000004768372
"104912" 75.75 17.25 0.200000002980232
"46531" 45.25 57.75 1.5
"85369" 24.25 30.75 0.400000005960464
"140071" 15.25 -7.25 5.40000009536743
"16744" -88.25 78.25 0.300000011920929
"54415" 27.25 52.25 1.29999995231628
"19691" -54.75 76.25 1.10000002384186
"199656" -72.25 -48.75 0.800000011920929
"171593" -63.75 -29.25 3.40000009536743
"37259" 89.25 64.25 1.39999997615814
"67857" -91.75 42.75 1.20000004768372
"55649" -75.75 51.25 1.5
"41564" 81.75 61.25 1.10000002384186
"44394" 56.75 59.25 1.60000002384186
"116132" -74.25 9.25 1.10000002384186
"64981" -89.75 44.75 1.10000002384186
"76136" 87.75 37.25 0.200000002980232
"63729" 4.25 45.75 2.20000004768372
"31018" -151.25 68.25 0.100000001490116
"121553" 116.25 5.75 8.10000038146973
"206141" -69.75 -53.25 1
"153782" 30.75 -16.75 5.90000009536743
"58954" 136.75 49.25 0.699999988079071
"95580" 89.75 23.75 0.300000011920929
"83701" -89.75 31.75 5.19999980926514
"67358" 18.75 43.25 3.59999990463257
"117558" -81.25 8.25 4
"138498" -51.25 -6.25 7.5
"55205" 62.25 51.75 0.600000023841858
"48153" 136.25 56.75 0.699999988079071
"37309" 114.25 64.25 0.5
"65675" -102.75 44.25 0.300000011920929
"154493" 26.25 -17.25 5
"59180" -110.25 48.75 0.600000023841858
"39535" 147.25 62.75 0.400000005960464
"42943" 51.25 60.25 1.39999997615814
"27160" 79.75 71.25 1
"57058" -91.25 50.25 1.10000002384186
"152331" 25.25 -15.75 6.30000019073486
"82586" 72.75 32.75 0.899999976158142
"90878" -101.25 26.75 0.400000005960464
"41418" 8.75 61.25 1.89999997615814
"164099" 149.25 -23.75 3.79999995231628
"119016" -72.25 7.25 4
"65181" 10.25 44.75 2.20000004768372
"98448" 83.75 21.75 0.200000002980232
"157659" 169.25 -19.25 5.69999980926514
"103524" 101.75 18.25 0.100000001490116
"86952" 95.75 29.75 0.100000001490116
"114278" 78.75 10.75 3.59999990463257
"67097" -111.75 43.25 1.20000004768372
"176280" 119.75 -32.25 0.5
"60909" 34.25 47.75 1.39999997615814
"32377" 168.25 67.75 0.5
"14573" -93.75 79.75 0.300000011920929
"68028" -6.25 42.75 3.5
"191029" -65.75 -42.75 0.300000011920929
"90466" 52.75 27.25 1.10000002384186
"79677" 58.25 34.75 0.699999988079071
"81149" 74.25 33.75 1.29999995231628
"85349" 14.25 30.75 0.699999988079071
"80813" -93.75 33.75 3.79999995231628
"130564" -58.25 -0.75 3.40000009536743
"32307" 133.25 67.75 0.300000011920929
"125875" 117.25 2.75 8.60000038146973
"155046" -57.25 -17.75 6.09999990463257
"114913" 36.25 10.25 0.300000011920929
"71712" 35.75 40.25 1.60000002384186
"64264" -88.25 45.25 1.29999995231628
"119181" 10.25 7.25 0.100000001490116
"161179" 129.25 -21.75 1.39999997615814
"30342" -129.25 68.75 0.300000011920929
"31527" 103.25 68.25 0.400000005960464
"22867" 93.25 74.25 0.600000023841858
"33302" -89.25 66.75 0.400000005960464
"28848" -156.25 69.75 0.200000002980232
"123339" -70.75 4.25 2.59999990463257
"75074" -83.25 37.75 3.09999990463257
"173459" 149.25 -30.25 1.79999995231628
"104147" 53.25 17.75 0.100000001490116
"60694" -73.25 47.75 2.70000004768372
"165516" 137.75 -24.75 0.600000023841858
"38957" -141.75 62.75 0.5
"153751" 15.25 -16.75 3.20000004768372
"57741" -109.75 49.75 0.699999988079071
"28907" -126.75 69.75 0.200000002980232
"52221" 10.25 53.75 2.20000004768372
"86209" 84.25 30.25 0.600000023841858
"97038" 98.75 22.75 0.699999988079071
"138520" -40.25 -6.25 1.29999995231628
"48827" 113.25 56.25 0.300000011920929
"82230" -105.25 32.75 0.5
"77197" -101.75 36.25 0.300000011920929
"29821" -29.75 69.25 2.20000004768372
"23301" -49.75 73.75 1.39999997615814
"40942" 130.75 61.75 0.400000005960464
"83335" 87.25 32.25 0.400000005960464
"29024" -68.25 69.75 0.5
"38585" 32.25 63.25 1.5
"165841" -59.75 -25.25 3.90000009536743
"55229" 74.25 51.75 0.5
"85350" 14.75 30.75 0.800000011920929
"120582" -9.25 6.25 1.79999995231628
"71709" 34.25 40.25 1.70000004768372
"173463" 151.25 -30.25 3.09999990463257
"60388" 133.75 48.25 0.5
"73893" 46.25 38.75 0.899999976158142
"36595" 117.25 64.75 0.5
"97016" 87.75 22.75 0.200000002980232
"183098" -71.25 -37.25 0.5
"121374" 26.75 5.75 0.400000005960464
"120677" 38.25 6.25 0.600000023841858
"98250" -15.25 21.75 0.100000001490116
"36703" 171.25 64.75 0.899999976158142
"159538" 28.75 -20.75 2.79999995231628
"79333" -113.75 34.75 0.800000011920929
"58047" 43.25 49.75 1.29999995231628
"31391" 35.25 68.25 1.39999997615814
"44042" -119.25 59.25 0.600000023841858
"121195" -62.75 5.75 3.70000004768372
"173394" 116.75 -30.25 0.400000005960464
"141528" 23.75 -8.25 8.10000038146973
"138158" 138.75 -5.75 11.1000003814697
"66408" -96.25 43.75 0.600000023841858
"49340" 9.75 55.75 2.09999990463257
"177048" 143.75 -32.75 0.899999976158142
"13988" -26.25 80.25 0.200000002980232
"126566" 102.75 2.25 8.80000019073486
"28650" 104.75 70.25 0.5
"40066" 52.75 62.25 1.5
"90336" -12.25 27.25 0.5
"32819" 29.25 67.25 1
"19752" -24.25 76.25 0.899999976158142
"41881" -119.75 60.75 0.600000023841858
"43697" 68.25 59.75 0.899999976158142
"59506" 52.75 48.75 0.699999988079071
"34592" -164.25 65.75 0.5
"174115" 117.25 -30.75 0.400000005960464
"156516" -42.25 -18.75 6.80000019073486
"36862" -109.25 64.25 0.400000005960464
"54233" -63.75 52.25 2.5
"48038" 78.75 56.75 0.800000011920929
"50251" 105.25 55.25 0.600000023841858
"31635" 157.25 68.25 0.400000005960464
"50849" 44.25 54.75 1.5
"81191" 95.25 33.75 0.100000001490116
"71713" 36.25 40.25 1.5
"77633" 116.25 36.25 0.200000002980232
"122096" 27.75 5.25 0.5
"24672" -84.25 72.75 0.100000001490116
"134866" -67.25 -3.75 8.10000038146973
"177041" 140.25 -32.75 0.699999988079071
"13213" -53.75 80.75 0.5
"42181" 30.25 60.75 1.79999995231628
"41697" 148.25 61.25 0.5
"46582" 70.75 57.75 0.800000011920929
"58042" 40.75 49.75 1.60000002384186
"32276" 117.75 67.75 0.400000005960464
"166713" 16.25 -25.75 0.200000002980232
"51532" 25.75 54.25 1.60000002384186
"143497" -71.75 -9.75 9.39999961853027
"81519" -100.75 33.25 0.600000023841858
"58694" 6.75 49.25 2.09999990463257
"42367" 123.25 60.75 0.600000023841858
"65692" -94.25 44.25 0.800000011920929
"52753" -83.75 53.25 0.899999976158142
"66851" 125.25 43.75 0.200000002980232
"39014" -113.25 62.75 0.600000023841858
"61364" -98.25 47.25 0.400000005960464
"131303" -48.75 -1.25 6.30000019073486
"91576" -112.25 26.25 0.600000023841858
"97353" -103.75 22.25 0.600000023841858
"162963" -58.75 -23.25 4.30000019073486
"49505" 92.25 55.75 0.899999976158142
"111482" 120.75 12.75 1.70000004768372
"72157" -101.75 39.75 0.300000011920929
"48785" 92.25 56.25 0.899999976158142
"110002" 100.75 13.75 0.300000011920929
"148756" 37.75 -13.25 6.69999980926514
"173416" 127.75 -30.25 0.5
"30055" 87.25 69.25 1.39999997615814
"39772" -94.25 62.25 0.699999988079071
"55319" 119.25 51.75 0.100000001490116
"28752" 155.75 70.25 0.300000011920929
"121202" -59.25 5.75 9.89999961853027
"95594" 96.75 23.75 0.5
"177063" 151.25 -32.75 2.5
"65163" 1.25 44.75 2.40000009536743
"45458" -131.25 58.25 1.60000002384186
"51758" 138.75 54.25 1
"80456" 87.75 34.25 0.300000011920929
"159571" 45.25 -20.75 6.09999990463257
"129985" 12.25 -0.25 4
"14647" -56.75 79.75 0.699999988079071
"129105" -67.75 0.25 8.19999980926514
"61067" 113.25 47.75 0.100000001490116
"138157" 138.25 -5.75 10.6999998092651
"166245" 142.25 -25.25 0.800000011920929
"171975" 127.25 -29.25 0.600000023841858
"31050" -135.25 68.25 0.5
"31872" -84.25 67.75 0.300000011920929
"171260" 129.75 -28.75 0.600000023841858
"51578" 48.75 54.25 1.20000004768372
"116145" -67.75 9.25 0.600000023841858
"72432" 35.75 39.75 1.60000002384186
"128597" 38.25 0.75 2
"21180" -30.25 75.25 1.5
"64615" 87.25 45.25 0.300000011920929
"76214" 126.75 37.25 0.699999988079071
"154355" -42.75 -17.25 6.5
"31509" 94.25 68.25 0.899999976158142
"82945" -107.75 32.25 0.800000011920929
"43348" -106.25 59.75 0.800000011920929
"67080" -120.25 43.25 1.20000004768372
"40892" 105.75 61.75 0.600000023841858
"54219" -70.75 52.25 1.89999997615814
"47562" -159.25 56.75 2.29999995231628
"11740" -70.25 81.75 0.100000001490116
"39258" 8.75 62.75 4.59999990463257
"42239" 59.25 60.75 1.20000004768372
"61094" 126.75 47.75 0.100000001490116
"16073" -63.75 78.75 0.800000011920929
"84049" 84.25 31.75 0.5
"52391" 95.25 53.75 0.800000011920929
"152144" -68.25 -15.75 4.09999990463257
"162274" -43.25 -22.75 5.59999990463257
"142775" -72.75 -9.25 8.89999961853027
"57757" -101.75 49.75 0.699999988079071
"150030" -45.25 -14.25 8.19999980926514
"41541" 70.25 61.25 1
"172498" 28.75 -29.75 3.5
"76242" 140.75 37.25 0.699999988079071
"151469" -45.75 -15.25 8.60000038146973
"135600" -60.25 -4.25 7
"128371" -74.75 0.75 5
"63115" 57.25 46.25 0.5
"49412" 45.75 55.75 1.39999997615814
"111326" 42.75 12.75 0.200000002980232
"34241" 20.25 66.25 1.20000004768372
"132749" -45.75 -2.25 2.90000009536743
"81007" 3.25 33.75 0.899999976158142
"40696" 7.75 61.75 2.79999995231628
"86597" -81.75 29.75 2.40000009536743
"153582" -69.25 -16.75 3.5
"31785" -127.75 67.75 0.400000005960464
"55141" 30.25 51.75 1.5
"46198" -121.25 57.75 0.600000023841858
"163694" -53.25 -23.75 6.09999990463257
"119158" -1.25 7.25 0.600000023841858
"44800" -100.25 58.75 0.600000023841858
"168712" -64.25 -27.25 3.20000004768372
"79391" -84.75 34.75 4.09999990463257
"89142" 110.75 28.25 1.29999995231628
"35211" 145.25 65.75 0.300000011920929
"45581" -69.75 58.25 1.10000002384186
"33170" -155.25 66.75 0.400000005960464
"165288" 23.75 -24.75 1.29999995231628
"141533" 26.25 -8.25 5.80000019073486
"39694" -133.25 62.25 0.100000001490116
"28649" 104.25 70.25 0.5
"47310" 74.75 57.25 0.800000011920929
"163354" 136.75 -23.25 0.899999976158142
"92641" 60.25 25.75 0.400000005960464
"96287" 83.25 23.25 0.300000011920929
"60194" 36.75 48.25 1.70000004768372
"143557" -41.75 -9.75 3.29999995231628
"92676" 77.75 25.75 0.200000002980232
"40985" 152.25 61.75 0.600000023841858
"113607" 103.25 11.25 2.29999995231628
"126384" 11.75 2.25 1.89999997615814
"86156" 57.75 30.25 0.5
"39530" 144.75 62.75 0.300000011920929
"90350" -5.25 27.25 0.200000002980232
"174834" 116.75 -31.25 0.300000011920929
"56794" 136.75 50.75 0.5
"23599" 99.25 73.75 0.600000023841858
"136365" -37.75 -4.75 0.699999988079071
"142793" -63.75 -9.25 9.39999961853027
"119745" -67.75 6.75 0.5
"26473" 96.25 71.75 0.699999988079071
"53807" 83.25 52.75 1
"146086" 142.75 -11.25 6.59999990463257
"58135" 87.25 49.75 0.600000023841858
"99162" 80.75 21.25 0.400000005960464
"42307" 93.25 60.75 1.20000004768372
"86990" 114.75 29.75 1.29999995231628
"48352" -124.25 56.25 1.5
"49572" 125.75 55.75 0.400000005960464
"128582" 30.75 0.75 1.60000002384186
"14586" -87.25 79.75 0.200000002980232
"78654" -93.25 35.25 3.40000009536743
"87548" 33.75 29.25 0.300000011920929
"84597" -1.75 31.25 0.400000005960464
"79782" 110.75 34.75 0.200000002980232
"131306" -47.25 -1.25 3.5
"164568" 23.75 -24.25 1.5
"46296" -72.25 57.75 1
"41146" -127.25 61.25 0.699999988079071
"94793" 56.25 24.25 0.5
"55669" -65.75 51.25 2.40000009536743
"86761" 0.25 29.75 0.100000001490116
"80275" -2.75 34.25 1.5
"122772" 5.75 4.75 1.5
"110605" 42.25 13.25 0.200000002980232
"184971" 145.25 -38.25 2
"163844" 21.75 -23.75 1.29999995231628
"113483" 41.25 11.25 0.200000002980232
"46209" -115.75 57.75 0.699999988079071
"52737" -91.75 53.25 1
"97657" 48.25 22.25 0.100000001490116
"77497" 48.25 36.25 1.10000002384186
"86150" 54.75 30.25 1
"29415" 127.25 69.75 0.5
"151459" -50.75 -15.25 9.80000019073486
"43712" 75.75 59.75 0.899999976158142
"151813" 126.25 -15.25 4.40000009536743
"125149" 114.25 3.25 11.8000001907349
"31641" 160.25 68.25 0.400000005960464
"177768" 143.75 -33.25 0.899999976158142
"99907" 93.25 20.75 0.5
"59971" -74.75 48.25 2.59999990463257
"13851" -94.75 80.25 0.200000002980232
"90513" 76.25 27.25 0.200000002980232
"42420" 149.75 60.75 0.600000023841858
"124433" 116.25 3.75 8.69999980926514
"135039" 19.25 -3.75 6.09999990463257
"108181" -89.75 14.75 2.59999990463257
"96924" 41.75 22.75 0.200000002980232
"70754" -83.25 40.75 2.29999995231628
"77214" -93.25 36.25 2.90000009536743
"39474" 116.75 62.75 0.5
"58870" 94.75 49.25 0.200000002980232
"128376" -72.25 0.75 5.19999980926514
"47729" -75.75 56.75 1
"18988" -46.25 76.75 1.20000004768372
"35024" 51.75 65.75 1.20000004768372
"127647" -76.75 1.25 4.80000019073486
"55569" -115.75 51.25 2.79999995231628
"90151" -104.75 27.25 0.300000011920929
"45907" 93.25 58.25 1
"77188" -106.25 36.25 0.800000011920929
"55665" -67.75 51.25 2.70000004768372
"153067" 33.25 -16.25 5.09999990463257
"134201" -39.75 -3.25 0.600000023841858
"43125" 142.25 60.25 0.5
"83243" 41.25 32.25 0.400000005960464
"30964" -178.25 68.25 0.899999976158142
"165487" 123.25 -24.75 0.800000011920929
"41428" 13.75 61.25 1.5
"32520" -120.25 67.25 0.300000011920929
"55130" 24.75 51.75 1.29999995231628
"65699" -90.75 44.25 1
"61659" 49.25 47.25 0.5
"158130" 44.75 -19.75 6
"132351" 115.25 -1.75 10.8999996185303
"51662" 90.75 54.25 0.800000011920929
"42575" -132.75 60.25 0.800000011920929
"69261" -109.75 41.75 0.400000005960464
"116273" -3.75 9.25 0.300000011920929
"45803" 41.25 58.25 1.5
"169129" 144.25 -27.25 1
"122785" 12.25 4.75 0.5
"45488" -116.25 58.25 0.600000023841858
"24625" -107.75 72.75 0.100000001490116
"80446" 82.75 34.25 0.400000005960464
"41907" -106.75 60.75 0.699999988079071
"47950" 34.75 56.75 1.89999997615814
"55127" 23.25 51.75 1.10000002384186
"40458" -111.25 61.75 0.600000023841858
"117157" 78.25 8.75 4.69999980926514
"18915" -82.75 76.75 0.300000011920929
"55558" -121.25 51.25 1.39999997615814
"53507" -66.75 52.75 2.09999990463257
"54181" -89.75 52.25 1.20000004768372
"136727" 143.25 -4.75 8.60000038146973
"49083" -118.75 55.75 0.899999976158142
"32322" 140.75 67.75 0.200000002980232
"42600" -120.25 60.25 0.5
"61037" 98.25 47.75 0.100000001490116
"28700" 129.75 70.25 0.5
"33036" 137.75 67.25 0.200000002980232
"123683" 101.25 4.25 8.80000019073486
"60880" 19.75 47.75 1.39999997615814
"88324" 61.75 28.75 0.300000011920929
"146550" 14.75 -11.75 4.90000009536743
"48762" 80.75 56.25 0.800000011920929
"70343" 71.25 41.25 1.39999997615814
"169618" 28.75 -27.75 3.29999995231628
"54187" -86.75 52.25 1
"30295" -152.75 68.75 0.200000002980232
"33852" -174.25 66.25 1.60000002384186
"45017" 8.25 58.75 2.79999995231628
"39647" -156.75 62.25 0.800000011920929
"164758" 118.75 -24.25 0.600000023841858
"156635" 17.25 -18.75 2
"49094" -113.25 55.75 0.800000011920929
"41184" -108.25 61.25 0.600000023841858
"140794" 16.75 -7.75 5.5
"31168" -76.25 68.25 0.300000011920929
"39594" 176.75 62.75 1.5
"55122" 20.75 51.75 1.10000002384186
"83865" -7.75 31.75 1.5
"30038" 78.75 69.25 1
"48393" -103.75 56.25 1
"65170" 4.75 44.75 2.29999995231628
"38843" 161.25 63.25 0.600000023841858
"28489" 24.25 70.25 2
"42587" -126.75 60.25 0.800000011920929
"90885" -97.75 26.75 0.899999976158142
"43580" 9.75 59.75 2.20000004768372
"89040" 59.75 28.25 0.5
"103121" -99.75 18.25 0.100000001490116
"142832" -44.25 -9.25 5.69999980926514
"53409" -115.75 52.75 0.699999988079071
"110018" 108.75 13.75 4
"133803" 121.25 -2.75 8
"138892" 145.75 -6.25 7.59999990463257
"138180" 149.75 -5.75 11.6999998092651
"127675" -62.75 1.25 3.70000004768372
"49523" 101.25 55.75 0.600000023841858
"147273" 16.25 -12.25 6.90000009536743
"130186" 112.75 -0.25 12.3000001907349
"69523" 21.25 41.75 2.09999990463257
"58770" 44.75 49.25 1.10000002384186
"28220" -110.25 70.25 0.100000001490116
"52066" -67.25 53.75 1.89999997615814
"160233" 16.25 -21.25 0.899999976158142
"161172" 125.75 -21.75 1.10000002384186
"142109" -45.75 -8.75 6.5
"149273" -63.75 -13.75 6.69999980926514
"32592" -84.25 67.25 0.300000011920929
"133452" -54.25 -2.75 4.09999990463257
"182802" 140.75 -36.75 0.899999976158142
"40773" 46.25 61.75 1.29999995231628
"163674" -63.25 -23.75 3.79999995231628
"85353" 16.25 30.75 1.10000002384186
"109236" 77.75 14.25 0.400000005960464
"77939" -90.75 35.75 3.59999990463257
"156463" -68.75 -18.75 0.800000011920929
"42873" 16.25 60.25 1.5
"176645" -57.75 -32.75 3
"133404" -78.25 -2.75 5.30000019073486
"56325" -97.75 50.75 0.600000023841858
"69972" -114.25 41.25 0.699999988079071
"40482" -99.25 61.75 0.5
"46916" -122.25 57.25 0.899999976158142
"135211" 105.25 -3.75 10.8999996185303
"37228" 73.75 64.25 1
"102820" 109.75 18.75 2.40000009536743
"197494" -73.25 -47.25 1.89999997615814
"54888" -96.25 51.75 0.899999976158142
"32327" 143.25 67.75 0.300000011920929
"39504" 131.75 62.75 0.400000005960464
"46039" 159.25 58.25 1.20000004768372
"102766" 82.75 18.75 0.100000001490116
"57035" -102.75 50.25 0.699999988079071
"126958" -61.25 1.75 2.20000004768372
"88726" -97.25 28.25 1.29999995231628
"43972" -154.25 59.25 2.20000004768372
"63578" -71.25 45.75 3.29999995231628
"45236" 117.75 58.75 0.5
"183095" -72.75 -37.25 0.899999976158142
"132869" 14.25 -2.25 6.5
"169830" 134.75 -27.75 0.5
"141345" -67.75 -8.25 8.89999961853027
"25069" 114.25 72.75 0.400000005960464
"71776" 67.75 40.25 1.39999997615814
"139904" -68.25 -7.25 9
"39767" -96.75 62.25 0.5
"151424" -68.25 -15.25 6.90000009536743
"170867" -66.75 -28.75 1.5
"36773" -153.75 64.25 0.800000011920929
"172339" -50.75 -29.75 3.59999990463257
"104248" 103.75 17.75 0.100000001490116
"50513" -123.75 54.75 2
"39724" -118.25 62.25 0.699999988079071
"89793" 76.25 27.75 0.200000002980232
"137762" -59.25 -5.75 7.5
"35545" -47.75 65.25 2.20000004768372
"30407" -96.75 68.75 0.100000001490116
"98456" 87.75 21.75 0.400000005960464
"59909" -105.75 48.25 0.400000005960464
"71624" -8.25 40.25 4
"46228" -106.25 57.75 0.699999988079071
"28850" -155.25 69.75 0.300000011920929
"116365" 42.25 9.25 0.300000011920929
"104562" -99.25 17.25 0.200000002980232
"102049" 84.25 19.25 0.100000001490116
"55932" 65.75 51.25 0.600000023841858
"43750" 94.75 59.75 1
"164787" 133.25 -24.25 1
"30362" -119.25 68.75 0.100000001490116
"119210" 24.75 7.25 0.300000011920929
"147808" -76.25 -12.75 0.699999988079071
"55271" 95.25 51.75 0.800000011920929
"56087" 143.25 51.25 1.5
"139955" -42.75 -7.25 4.59999990463257
"39808" -76.25 62.25 0.899999976158142
"148016" 27.75 -12.75 9.19999980926514
"86812" 25.75 29.75 0.200000002980232
"160835" -42.75 -21.75 7.80000019073486
"131301" -49.75 -1.25 5.69999980926514
"53044" 61.75 53.25 0.699999988079071
"27535" -92.75 70.75 0.100000001490116
"127164" 41.75 1.75 0.800000011920929
"30884" 141.75 68.75 0.300000011920929
"29636" -122.25 69.25 0.100000001490116
"48628" 13.75 56.25 2
"55278" 98.75 51.75 0.200000002980232
"53502" -69.25 52.75 1.89999997615814
"73846" 22.75 38.75 2.90000009536743
"22247" 143.25 74.75 0.200000002980232
"47264" 51.75 57.25 1.29999995231628
"51554" 36.75 54.25 1.60000002384186
"87279" -100.75 29.25 0.5
"150743" -48.75 -14.75 9.60000038146973
"155191" 15.25 -17.75 1.70000004768372
"88255" 27.25 28.75 0.100000001490116
"53705" 32.25 52.75 1.5
"53173" 126.25 53.25 0.300000011920929
"29211" 25.25 69.75 1.39999997615814
"153753" 16.25 -16.75 4
"23358" -21.25 73.75 0.800000011920929
"72120" -120.25 39.75 3.09999990463257
"172004" 141.75 -29.25 0.699999988079071
"55876" 37.75 51.25 1.60000002384186
"24023" -48.75 73.25 1.5
"187424" -68.25 -40.25 0.300000011920929
"79642" 40.75 34.75 0.800000011920929
"163136" 27.75 -23.25 1.89999997615814
"61005" 82.25 47.75 1
"93333" 46.25 25.25 0.300000011920929
"126206" -77.25 2.25 9.30000019073486
"43687" 63.25 59.75 0.899999976158142
